Operation,Transaction mode,time,time_s
OP1 - Retrieve,Read-only,628.77,0.629
OP1 - Retrieve,Read-only,627.45,0.627
OP1 - Retrieve,Read-only,629.75,0.63
OP1 - Retrieve,Read-only,628.4,0.628
OP1 - Retrieve,Read-only,628.53,0.629
OP1 - Retrieve,Read-only,629.06,0.629
OP1 - Retrieve,Read-only,629.45,0.629
OP1 - Retrieve,Read-only,627.51,0.628
OP1 - Retrieve,Read-only,620.55,0.621
OP1 - Retrieve,Read-only,630.09,0.63
OP1 - Retrieve,Read-only,626.89,0.627
OP1 - Retrieve,Read-only,627.92,0.628
OP1 - Retrieve,Read-only,624.68,0.625
OP1 - Retrieve,Read-only,623.8,0.624
OP1 - Retrieve,Read-only,630.2,0.63
OP1 - Retrieve,Read-only,630.23,0.63
OP1 - Retrieve,Read-only,620.59,0.621
OP1 - Retrieve,Read-only,624.04,0.624
OP1 - Retrieve,Read-only,626.91,0.627
OP1 - Retrieve,Read-only,624.38,0.624
OP1 - Retrieve,Read-only,623.24,0.623
OP1 - Retrieve,Read-only,624.33,0.624
OP1 - Retrieve,Read-only,621.01,0.621
OP1 - Retrieve,Read-only,625.38,0.625
OP1 - Retrieve,Read-only,626.81,0.627
OP1 - Retrieve,Read-only,622.11,0.622
OP1 - Retrieve,Read-only,624.6,0.625
OP1 - Retrieve,Read-only,625.87,0.626
OP1 - Retrieve,Read-only,621.59,0.622
OP1 - Retrieve,Read-only,623.77,0.624
OP1 - Retrieve,Read-only,591.41,0.591
OP1 - Retrieve,Read-only,592.26,0.592
OP1 - Retrieve,Read-only,627.2,0.627
OP1 - Retrieve,Read-only,631.33,0.631
OP1 - Retrieve,Read-only,592.09,0.592
OP1 - Retrieve,Read-only,625.68,0.626
OP1 - Retrieve,Read-only,630.7,0.631
OP1 - Retrieve,Read-only,630.06,0.63
OP1 - Retrieve,Read-only,589.88,0.59
OP1 - Retrieve,Read-only,592.92,0.593
OP1 - Retrieve,Read-only,591.37,0.591
OP1 - Retrieve,Read-only,592.18,0.592
OP1 - Retrieve,Read-only,588.17,0.588
OP1 - Retrieve,Read-only,630.6,0.631
OP1 - Retrieve,Read-only,629.72,0.63
OP1 - Retrieve,Read-only,631.88,0.632
OP1 - Retrieve,Read-only,628.19,0.628
OP1 - Retrieve,Read-only,629.02,0.629
OP1 - Retrieve,Read-only,631.5,0.631
OP1 - Retrieve,Read-only,591.28,0.591
OP1 - Retrieve,Read-only,591.44,0.591
OP1 - Retrieve,Read-only,598.12,0.598
OP1 - Retrieve,Read-only,634.07,0.634
OP1 - Retrieve,Read-only,631.12,0.631
OP1 - Retrieve,Read-only,631.36,0.631
OP1 - Retrieve,Read-only,630.43,0.63
OP1 - Retrieve,Read-only,631.05,0.631
OP1 - Retrieve,Read-only,590.45,0.59
OP1 - Retrieve,Read-only,628.23,0.628
OP1 - Retrieve,Read-only,631.51,0.632
OP1 - Retrieve,Read-only,633.1,0.633
OP1 - Retrieve,Read-only,589.29,0.589
OP1 - Retrieve,Read-only,590.03,0.59
OP1 - Retrieve,Read-only,631.6,0.632
OP1 - Retrieve,Read-only,630.63,0.631
OP1 - Retrieve,Read-only,636.12,0.636
OP1 - Retrieve,Read-only,636.71,0.637
OP1 - Retrieve,Read-only,636.86,0.637
OP1 - Retrieve,Read-only,635.72,0.636
OP1 - Retrieve,Read-only,634.2,0.634
OP1 - Retrieve,Read-only,600.17,0.6
OP1 - Retrieve,Read-only,632.14,0.632
OP1 - Retrieve,Read-only,633.61,0.634
OP1 - Retrieve,Read-only,637.51,0.638
OP1 - Retrieve,Read-only,635.42,0.635
OP1 - Retrieve,Read-only,637.66,0.638
OP1 - Retrieve,Read-only,633.11,0.633
OP1 - Retrieve,Read-only,636.6,0.637
OP1 - Retrieve,Read-only,637.54,0.638
OP1 - Retrieve,Read-only,638.53,0.639
OP1 - Retrieve,Read-only,639.03,0.639
OP1 - Retrieve,Read-only,637.25,0.637
OP1 - Retrieve,Read-only,635.72,0.636
OP1 - Retrieve,Read-only,636.42,0.636
OP1 - Retrieve,Read-only,635.85,0.636
OP1 - Retrieve,Read-only,640.52,0.641
OP1 - Retrieve,Read-only,645.25,0.645
OP1 - Retrieve,Read-only,645.37,0.645
OP1 - Retrieve,Read-only,644.9,0.645
OP1 - Retrieve,Read-only,634.84,0.635
OP1 - Retrieve,Read-only,637.57,0.638
OP1 - Retrieve,Read-only,643.95,0.644
OP1 - Retrieve,Read-only,644.38,0.644
OP1 - Retrieve,Read-only,644.13,0.644
OP1 - Retrieve,Read-only,640.9,0.641
OP1 - Retrieve,Read-only,643.57,0.644
OP1 - Retrieve,Read-only,646.48,0.646
OP1 - Retrieve,Read-only,643.6,0.644
OP1 - Retrieve,Read-only,645.21,0.645
OP1 - Retrieve,Read-only,638.65,0.639
OP1 - Retrieve,Read-only,639.0,0.639
OP1 - Retrieve,Read-only,638.01,0.638
OP1 - Retrieve,Read-only,643.24,0.643
OP1 - Retrieve,Read-only,643.59,0.644
OP1 - Retrieve,Read-only,643.13,0.643
OP1 - Retrieve,Read-only,645.33,0.645
OP1 - Retrieve,Read-only,636.68,0.637
OP1 - Retrieve,Read-only,636.36,0.636
OP1 - Retrieve,Read-only,644.98,0.645
OP1 - Retrieve,Read-only,642.44,0.642
OP1 - Retrieve,Read-only,637.9,0.638
OP1 - Retrieve,Read-only,638.05,0.638
OP1 - Retrieve,Read-only,646.02,0.646
OP1 - Retrieve,Read-only,647.87,0.648
OP1 - Retrieve,Read-only,644.5,0.644
OP1 - Retrieve,Read-only,603.15,0.603
OP1 - Retrieve,Read-only,607.6,0.608
OP1 - Retrieve,Read-only,606.08,0.606
OP1 - Retrieve,Read-only,605.4,0.605
OP1 - Retrieve,Read-only,603.44,0.603
OP1 - Retrieve,Read-only,605.3,0.605
OP1 - Retrieve,Read-only,606.83,0.607
OP1 - Retrieve,Read-only,605.83,0.606
OP1 - Retrieve,Read-only,604.64,0.605
OP1 - Retrieve,Read-only,649.76,0.65
OP1 - Retrieve,Read-only,647.62,0.648
OP1 - Retrieve,Read-only,645.5,0.645
OP1 - Retrieve,Read-only,606.19,0.606
OP1 - Retrieve,Read-only,603.55,0.604
OP1 - Retrieve,Read-only,642.28,0.642
OP1 - Retrieve,Read-only,645.11,0.645
OP1 - Retrieve,Read-only,643.82,0.644
OP1 - Retrieve,Read-only,672.54,0.673
OP1 - Retrieve,Read-only,649.09,0.649
OP1 - Retrieve,Read-only,603.98,0.604
OP1 - Retrieve,Read-only,604.29,0.604
OP1 - Retrieve,Read-only,603.76,0.604
OP1 - Retrieve,Read-only,606.04,0.606
OP1 - Retrieve,Read-only,605.85,0.606
OP1 - Retrieve,Read-only,606.59,0.607
OP1 - Retrieve,Read-only,606.84,0.607
OP1 - Retrieve,Read-only,648.72,0.649
OP1 - Retrieve,Read-only,647.46,0.647
OP1 - Retrieve,Read-only,647.56,0.648
OP1 - Retrieve,Read-only,643.9,0.644
OP1 - Retrieve,Read-only,648.17,0.648
OP1 - Retrieve,Read-only,643.93,0.644
OP1 - Retrieve,Read-only,640.96,0.641
OP1 - Retrieve,Read-only,644.55,0.645
OP1 - Retrieve,Read-only,645.15,0.645
OP1 - Retrieve,Read-only,645.12,0.645
OP1 - Retrieve,Read-only,644.55,0.645
OP1 - Retrieve,Read-only,646.4,0.646
OP1 - Retrieve,Read-only,645.65,0.646
OP1 - Retrieve,Read-only,644.37,0.644
OP1 - Retrieve,Read-only,637.03,0.637
OP1 - Retrieve,Read-only,637.21,0.637
OP1 - Retrieve,Read-only,643.4,0.643
OP1 - Retrieve,Read-only,645.06,0.645
OP1 - Retrieve,Read-only,644.56,0.645
OP1 - Retrieve,Read-only,638.47,0.638
OP1 - Retrieve,Read-only,645.43,0.645
OP1 - Retrieve,Read-only,642.28,0.642
OP1 - Retrieve,Read-only,644.83,0.645
OP1 - Retrieve,Read-only,643.09,0.643
OP1 - Retrieve,Read-write,1143.69,1.144
OP1 - Retrieve,Read-write,1134.71,1.135
OP1 - Retrieve,Read-write,1138.64,1.139
OP1 - Retrieve,Read-write,1052.66,1.053
OP1 - Retrieve,Read-write,1094.51,1.095
OP1 - Retrieve,Read-write,1131.22,1.131
OP1 - Retrieve,Read-write,1131.91,1.132
OP1 - Retrieve,Read-write,1070.23,1.07
OP1 - Retrieve,Read-write,1134.24,1.134
OP1 - Retrieve,Read-write,1137.84,1.138
OP1 - Retrieve,Read-write,1124.91,1.125
OP1 - Retrieve,Read-write,1061.93,1.062
OP1 - Retrieve,Read-write,1068.15,1.068
OP1 - Retrieve,Read-write,1134.87,1.135
OP1 - Retrieve,Read-write,1070.3,1.07
OP1 - Retrieve,Read-write,1072.95,1.073
OP1 - Retrieve,Read-write,1070.56,1.071
OP1 - Retrieve,Read-write,1090.61,1.091
OP1 - Retrieve,Read-write,1085.75,1.086
OP1 - Retrieve,Read-write,1061.28,1.061
OP1 - Retrieve,Read-write,1064.05,1.064
OP1 - Retrieve,Read-write,1079.53,1.08
OP1 - Retrieve,Read-write,1126.82,1.127
OP1 - Retrieve,Read-write,1059.75,1.06
OP1 - Retrieve,Read-write,1084.12,1.084
OP1 - Retrieve,Read-write,1122.79,1.123
OP1 - Retrieve,Read-write,1128.5,1.129
OP1 - Retrieve,Read-write,1130.54,1.131
OP1 - Retrieve,Read-write,1096.66,1.097
OP1 - Retrieve,Read-write,1126.3,1.126
OP1 - Retrieve,Read-write,1105.53,1.106
OP1 - Retrieve,Read-write,1093.36,1.093
OP1 - Retrieve,Read-write,1078.12,1.078
OP1 - Retrieve,Read-write,1056.0,1.056
OP1 - Retrieve,Read-write,1133.92,1.134
OP1 - Retrieve,Read-write,1132.61,1.133
OP1 - Retrieve,Read-write,1128.85,1.129
OP1 - Retrieve,Read-write,1126.95,1.127
OP1 - Retrieve,Read-write,1119.78,1.12
OP1 - Retrieve,Read-write,1125.4,1.125
OP1 - Retrieve,Read-write,1122.35,1.122
OP1 - Retrieve,Read-write,1076.52,1.077
OP1 - Retrieve,Read-write,1070.98,1.071
OP1 - Retrieve,Read-write,1124.24,1.124
OP1 - Retrieve,Read-write,1058.72,1.059
OP1 - Retrieve,Read-write,1124.66,1.125
OP1 - Retrieve,Read-write,1110.08,1.11
OP1 - Retrieve,Read-write,1051.8,1.052
OP1 - Retrieve,Read-write,1058.0,1.058
OP1 - Retrieve,Read-write,1048.61,1.049
OP1 - Retrieve,Read-write,1066.06,1.066
OP1 - Retrieve,Read-write,1075.95,1.076
OP1 - Retrieve,Read-write,1053.87,1.054
OP1 - Retrieve,Read-write,1134.53,1.135
OP1 - Retrieve,Read-write,1050.56,1.051
OP1 - Retrieve,Read-write,1054.04,1.054
OP1 - Retrieve,Read-write,1070.38,1.07
OP1 - Retrieve,Read-write,1058.12,1.058
OP1 - Retrieve,Read-write,1049.48,1.049
OP1 - Retrieve,Read-write,1059.89,1.06
OP1 - Retrieve,Read-write,1062.98,1.063
OP1 - Retrieve,Read-write,1126.29,1.126
OP1 - Retrieve,Read-write,1084.69,1.085
OP1 - Retrieve,Read-write,1077.49,1.077
OP1 - Retrieve,Read-write,1131.1,1.131
OP1 - Retrieve,Read-write,1065.21,1.065
OP1 - Retrieve,Read-write,1135.4,1.135
OP1 - Retrieve,Read-write,1049.94,1.05
OP1 - Retrieve,Read-write,1125.26,1.125
OP1 - Retrieve,Read-write,1123.76,1.124
OP1 - Retrieve,Read-write,1128.38,1.128
OP1 - Retrieve,Read-write,1128.11,1.128
OP1 - Retrieve,Read-write,1125.91,1.126
OP1 - Retrieve,Read-write,1073.44,1.073
OP1 - Retrieve,Read-write,1073.21,1.073
OP1 - Retrieve,Read-write,1073.86,1.074
OP1 - Retrieve,Read-write,1069.43,1.069
OP1 - Retrieve,Read-write,1120.28,1.12
