Operation,Transaction mode,time,time_s
OP1 - Retrieve,Read-only,122.67,0.123
OP1 - Retrieve,Read-only,125.57,0.126
OP1 - Retrieve,Read-only,129.88,0.13
OP1 - Retrieve,Read-only,129.54,0.13
OP1 - Retrieve,Read-only,129.25,0.129
OP1 - Retrieve,Read-only,129.22,0.129
OP1 - Retrieve,Read-only,128.81,0.129
OP1 - Retrieve,Read-only,128.89,0.129
OP1 - Retrieve,Read-only,130.55,0.131
OP1 - Retrieve,Read-only,129.87,0.13
OP1 - Retrieve,Read-only,129.39,0.129
OP1 - Retrieve,Read-only,119.11,0.119
OP1 - Retrieve,Read-only,129.24,0.129
OP1 - Retrieve,Read-only,121.03,0.121
OP1 - Retrieve,Read-only,124.81,0.125
OP1 - Retrieve,Read-only,128.36,0.128
OP1 - Retrieve,Read-only,128.78,0.129
OP1 - Retrieve,Read-only,129.72,0.13
OP1 - Retrieve,Read-only,128.84,0.129
OP1 - Retrieve,Read-only,130.47,0.13
OP1 - Retrieve,Read-only,129.06,0.129
OP1 - Retrieve,Read-only,129.28,0.129
OP1 - Retrieve,Read-only,129.37,0.129
OP1 - Retrieve,Read-only,131.21,0.131
OP1 - Retrieve,Read-only,147.01,0.147
OP1 - Retrieve,Read-only,135.68,0.136
OP1 - Retrieve,Read-only,129.17,0.129
OP1 - Retrieve,Read-only,129.42,0.129
OP1 - Retrieve,Read-only,129.02,0.129
OP1 - Retrieve,Read-only,131.07,0.131
OP1 - Retrieve,Read-only,126.6,0.127
OP1 - Retrieve,Read-only,126.86,0.127
OP1 - Retrieve,Read-only,127.67,0.128
OP1 - Retrieve,Read-only,128.44,0.128
OP1 - Retrieve,Read-only,129.17,0.129
OP1 - Retrieve,Read-only,128.48,0.128
OP1 - Retrieve,Read-only,128.36,0.128
OP1 - Retrieve,Read-only,128.94,0.129
OP1 - Retrieve,Read-only,129.44,0.129
OP1 - Retrieve,Read-only,129.47,0.129
OP1 - Retrieve,Read-only,126.56,0.127
OP1 - Retrieve,Read-only,128.59,0.129
OP1 - Retrieve,Read-only,128.85,0.129
OP1 - Retrieve,Read-only,128.64,0.129
OP1 - Retrieve,Read-only,129.18,0.129
OP1 - Retrieve,Read-only,128.02,0.128
OP1 - Retrieve,Read-only,128.84,0.129
OP1 - Retrieve,Read-only,128.58,0.129
OP1 - Retrieve,Read-only,128.34,0.128
OP1 - Retrieve,Read-only,125.5,0.126
OP1 - Retrieve,Read-only,128.01,0.128
OP1 - Retrieve,Read-only,128.11,0.128
OP1 - Retrieve,Read-only,128.54,0.129
OP1 - Retrieve,Read-only,127.82,0.128
OP1 - Retrieve,Read-only,128.04,0.128
OP1 - Retrieve,Read-only,128.57,0.129
OP1 - Retrieve,Read-only,128.88,0.129
OP1 - Retrieve,Read-only,128.14,0.128
OP1 - Retrieve,Read-only,127.79,0.128
OP1 - Retrieve,Read-only,128.86,0.129
OP1 - Retrieve,Read-only,128.82,0.129
OP1 - Retrieve,Read-only,129.4,0.129
OP1 - Retrieve,Read-only,128.66,0.129
OP1 - Retrieve,Read-only,129.9,0.13
OP1 - Retrieve,Read-only,127.99,0.128
OP1 - Retrieve,Read-only,127.32,0.127
OP1 - Retrieve,Read-only,127.47,0.127
OP1 - Retrieve,Read-only,127.57,0.128
OP1 - Retrieve,Read-only,128.35,0.128
OP1 - Retrieve,Read-only,131.51,0.132
OP1 - Retrieve,Read-only,132.28,0.132
OP1 - Retrieve,Read-only,132.49,0.132
OP1 - Retrieve,Read-only,131.87,0.132
OP1 - Retrieve,Read-only,131.66,0.132
OP1 - Retrieve,Read-only,132.24,0.132
OP1 - Retrieve,Read-only,132.59,0.133
OP1 - Retrieve,Read-only,132.74,0.133
OP1 - Retrieve,Read-only,132.67,0.133
OP1 - Retrieve,Read-only,132.48,0.132
OP1 - Retrieve,Read-only,133.26,0.133
OP1 - Retrieve,Read-only,133.01,0.133
OP1 - Retrieve,Read-only,133.66,0.134
OP1 - Retrieve,Read-only,132.54,0.133
OP1 - Retrieve,Read-only,131.65,0.132
OP1 - Retrieve,Read-only,131.83,0.132
OP1 - Retrieve,Read-only,131.59,0.132
OP1 - Retrieve,Read-only,130.8,0.131
OP1 - Retrieve,Read-only,131.2,0.131
OP1 - Retrieve,Read-only,131.03,0.131
OP1 - Retrieve,Read-only,131.1,0.131
OP1 - Retrieve,Read-only,131.1,0.131
OP1 - Retrieve,Read-only,131.58,0.132
OP1 - Retrieve,Read-only,129.88,0.13
OP1 - Retrieve,Read-only,130.57,0.131
OP1 - Retrieve,Read-only,130.32,0.13
OP1 - Retrieve,Read-only,130.2,0.13
OP1 - Retrieve,Read-only,130.91,0.131
OP1 - Retrieve,Read-only,130.51,0.131
OP1 - Retrieve,Read-only,130.2,0.13
OP1 - Retrieve,Read-only,130.26,0.13
OP1 - Retrieve,Read-only,119.13,0.119
OP1 - Retrieve,Read-only,125.93,0.126
OP1 - Retrieve,Read-only,130.37,0.13
OP1 - Retrieve,Read-only,130.14,0.13
OP1 - Retrieve,Read-only,130.49,0.13
OP1 - Retrieve,Read-only,119.51,0.12
OP1 - Retrieve,Read-only,119.5,0.119
OP1 - Retrieve,Read-only,119.45,0.119
OP1 - Retrieve,Read-only,118.94,0.119
OP1 - Retrieve,Read-only,119.18,0.119
OP1 - Retrieve,Read-only,119.67,0.12
OP1 - Retrieve,Read-only,118.91,0.119
OP1 - Retrieve,Read-only,119.78,0.12
OP1 - Retrieve,Read-only,118.88,0.119
OP1 - Retrieve,Read-only,124.38,0.124
OP1 - Retrieve,Read-only,129.37,0.129
OP1 - Retrieve,Read-only,129.6,0.13
OP1 - Retrieve,Read-only,129.76,0.13
OP1 - Retrieve,Read-only,129.68,0.13
OP1 - Retrieve,Read-only,128.87,0.129
OP1 - Retrieve,Read-only,129.49,0.129
OP1 - Retrieve,Read-only,129.03,0.129
OP1 - Retrieve,Read-only,128.71,0.129
OP1 - Retrieve,Read-only,129.62,0.13
OP1 - Retrieve,Read-only,128.7,0.129
OP1 - Retrieve,Read-only,130.01,0.13
OP1 - Retrieve,Read-only,129.82,0.13
OP1 - Retrieve,Read-only,129.91,0.13
OP1 - Retrieve,Read-only,128.93,0.129
OP1 - Retrieve,Read-only,129.0,0.129
OP1 - Retrieve,Read-only,128.82,0.129
OP1 - Retrieve,Read-only,128.83,0.129
OP1 - Retrieve,Read-only,129.25,0.129
OP1 - Retrieve,Read-only,128.71,0.129
OP1 - Retrieve,Read-only,130.42,0.13
OP1 - Retrieve,Read-only,118.0,0.118
OP1 - Retrieve,Read-only,119.33,0.119
OP1 - Retrieve,Read-only,119.01,0.119
OP1 - Retrieve,Read-only,118.94,0.119
OP1 - Retrieve,Read-only,121.71,0.122
OP1 - Retrieve,Read-only,123.53,0.124
OP1 - Retrieve,Read-only,122.0,0.122
OP1 - Retrieve,Read-only,119.69,0.12
OP1 - Retrieve,Read-only,119.01,0.119
OP1 - Retrieve,Read-only,118.85,0.119
OP1 - Retrieve,Read-only,120.14,0.12
OP1 - Retrieve,Read-only,118.53,0.119
OP1 - Retrieve,Read-only,119.25,0.119
OP1 - Retrieve,Read-only,119.36,0.119
OP1 - Retrieve,Read-only,119.93,0.12
OP1 - Retrieve,Read-only,123.46,0.123
OP1 - Retrieve,Read-only,126.38,0.126
OP1 - Retrieve,Read-only,124.61,0.125
OP1 - Retrieve,Read-only,124.78,0.125
OP1 - Retrieve,Read-only,124.89,0.125
OP1 - Retrieve,Read-only,125.44,0.125
OP1 - Retrieve,Read-only,124.09,0.124
OP1 - Retrieve,Read-only,123.97,0.124
OP1 - Retrieve,Read-only,124.5,0.124
OP1 - Retrieve,Read-only,124.82,0.125
OP1 - Retrieve,Read-only,123.02,0.123
OP1 - Retrieve,Read-only,124.7,0.125
OP1 - Retrieve,Read-only,124.41,0.124
OP1 - Retrieve,Read-only,125.05,0.125
OP1 - Retrieve,Read-only,124.92,0.125
OP1 - Retrieve,Read-only,123.84,0.124
OP1 - Retrieve,Read-only,124.54,0.125
OP1 - Retrieve,Read-only,124.85,0.125
OP1 - Retrieve,Read-only,124.98,0.125
OP1 - Retrieve,Read-only,129.67,0.13
OP1 - Retrieve,Read-only,128.11,0.128
OP1 - Retrieve,Read-only,128.64,0.129
OP1 - Retrieve,Read-only,129.51,0.13
OP1 - Retrieve,Read-only,128.69,0.129
OP1 - Retrieve,Read-only,128.97,0.129
OP1 - Retrieve,Read-only,127.56,0.128
OP1 - Retrieve,Read-only,128.37,0.128
OP1 - Retrieve,Read-only,118.56,0.119
OP1 - Retrieve,Read-only,118.14,0.118
OP1 - Retrieve,Read-only,118.29,0.118
OP1 - Retrieve,Read-only,118.23,0.118
OP1 - Retrieve,Read-only,118.69,0.119
OP1 - Retrieve,Read-only,118.59,0.119
OP1 - Retrieve,Read-only,119.33,0.119
OP1 - Retrieve,Read-only,123.78,0.124
OP1 - Retrieve,Read-only,123.9,0.124
OP1 - Retrieve,Read-only,122.71,0.123
OP1 - Retrieve,Read-only,123.52,0.124
OP1 - Retrieve,Read-only,122.77,0.123
OP1 - Retrieve,Read-only,122.76,0.123
OP1 - Retrieve,Read-only,123.38,0.123
OP1 - Retrieve,Read-only,123.88,0.124
OP1 - Retrieve,Read-only,123.04,0.123
OP1 - Retrieve,Read-only,127.33,0.127
OP1 - Retrieve,Read-only,127.41,0.127
OP1 - Retrieve,Read-only,127.9,0.128
OP1 - Retrieve,Read-only,127.49,0.127
OP1 - Retrieve,Read-only,127.46,0.127
OP1 - Retrieve,Read-only,126.94,0.127
OP1 - Retrieve,Read-only,127.46,0.127
OP1 - Retrieve,Read-only,127.86,0.128
OP1 - Retrieve,Read-only,118.1,0.118
OP1 - Retrieve,Read-only,117.61,0.118
OP1 - Retrieve,Read-only,118.69,0.119
OP1 - Retrieve,Read-only,118.45,0.118
OP1 - Retrieve,Read-only,117.68,0.118
OP1 - Retrieve,Read-only,118.27,0.118
OP1 - Retrieve,Read-only,121.31,0.121
OP1 - Retrieve,Read-only,122.45,0.122
OP1 - Retrieve,Read-only,122.77,0.123
OP1 - Retrieve,Read-only,122.3,0.122
OP1 - Retrieve,Read-only,122.84,0.123
OP1 - Retrieve,Read-only,123.66,0.124
OP1 - Retrieve,Read-only,122.86,0.123
OP1 - Retrieve,Read-only,122.57,0.123
OP1 - Retrieve,Read-only,122.36,0.122
OP1 - Retrieve,Read-only,123.84,0.124
OP1 - Retrieve,Read-only,124.78,0.125
OP1 - Retrieve,Read-only,128.07,0.128
OP1 - Retrieve,Read-only,128.02,0.128
OP1 - Retrieve,Read-only,126.83,0.127
OP1 - Retrieve,Read-only,126.78,0.127
OP1 - Retrieve,Read-only,126.45,0.126
OP1 - Retrieve,Read-only,129.59,0.13
OP1 - Retrieve,Read-only,135.84,0.136
OP1 - Retrieve,Read-only,131.07,0.131
OP1 - Retrieve,Read-only,129.07,0.129
OP1 - Retrieve,Read-only,128.46,0.128
OP1 - Retrieve,Read-only,127.96,0.128
OP1 - Retrieve,Read-only,127.78,0.128
OP1 - Retrieve,Read-only,127.05,0.127
OP1 - Retrieve,Read-only,127.93,0.128
OP1 - Retrieve,Read-only,126.82,0.127
OP1 - Retrieve,Read-only,127.54,0.128
OP1 - Retrieve,Read-only,127.47,0.127
OP1 - Retrieve,Read-only,127.47,0.127
OP1 - Retrieve,Read-only,126.77,0.127
OP1 - Retrieve,Read-only,127.67,0.128
OP1 - Retrieve,Read-only,126.76,0.127
OP1 - Retrieve,Read-only,127.2,0.127
OP1 - Retrieve,Read-only,126.44,0.126
OP1 - Retrieve,Read-only,127.37,0.127
OP1 - Retrieve,Read-only,127.92,0.128
OP1 - Retrieve,Read-only,127.98,0.128
OP1 - Retrieve,Read-only,124.76,0.125
OP1 - Retrieve,Read-only,127.44,0.127
OP1 - Retrieve,Read-only,126.06,0.126
OP1 - Retrieve,Read-only,128.02,0.128
OP1 - Retrieve,Read-only,118.24,0.118
OP1 - Retrieve,Read-only,118.07,0.118
OP1 - Retrieve,Read-only,123.58,0.124
OP1 - Retrieve,Read-only,127.24,0.127
OP1 - Retrieve,Read-only,127.06,0.127
OP1 - Retrieve,Read-only,127.06,0.127
OP1 - Retrieve,Read-only,127.14,0.127
OP1 - Retrieve,Read-only,127.96,0.128
OP1 - Retrieve,Read-only,127.39,0.127
OP1 - Retrieve,Read-only,117.76,0.118
OP1 - Retrieve,Read-only,117.7,0.118
OP1 - Retrieve,Read-only,117.92,0.118
OP1 - Retrieve,Read-only,118.07,0.118
OP1 - Retrieve,Read-only,118.91,0.119
OP1 - Retrieve,Read-only,118.01,0.118
OP1 - Retrieve,Read-only,126.83,0.127
OP1 - Retrieve,Read-only,124.41,0.124
OP1 - Retrieve,Read-only,126.84,0.127
OP1 - Retrieve,Read-only,127.72,0.128
OP1 - Retrieve,Read-only,127.52,0.128
OP1 - Retrieve,Read-only,127.36,0.127
OP1 - Retrieve,Read-only,122.59,0.123
OP1 - Retrieve,Read-only,124.02,0.124
OP1 - Retrieve,Read-only,125.18,0.125
OP1 - Retrieve,Read-only,131.62,0.132
OP1 - Retrieve,Read-only,125.09,0.125
OP1 - Retrieve,Read-only,124.53,0.125
OP1 - Retrieve,Read-only,124.22,0.124
OP1 - Retrieve,Read-only,129.08,0.129
OP1 - Retrieve,Read-only,129.51,0.13
OP1 - Retrieve,Read-only,129.65,0.13
OP1 - Retrieve,Read-only,130.75,0.131
OP1 - Retrieve,Read-only,128.65,0.129
OP1 - Retrieve,Read-only,129.94,0.13
OP1 - Retrieve,Read-only,128.33,0.128
OP1 - Retrieve,Read-only,117.99,0.118
OP1 - Retrieve,Read-only,120.66,0.121
OP1 - Retrieve,Read-only,121.31,0.121
OP1 - Retrieve,Read-only,125.14,0.125
OP1 - Retrieve,Read-only,128.49,0.128
OP1 - Retrieve,Read-only,118.96,0.119
OP1 - Retrieve,Read-only,119.3,0.119
OP1 - Retrieve,Read-only,128.66,0.129
OP1 - Retrieve,Read-only,128.4,0.128
OP1 - Retrieve,Read-only,128.26,0.128
OP1 - Retrieve,Read-only,129.0,0.129
OP1 - Retrieve,Read-only,118.08,0.118
OP1 - Retrieve,Read-only,118.09,0.118
OP1 - Retrieve,Read-only,120.48,0.12
OP1 - Retrieve,Read-only,121.28,0.121
OP1 - Retrieve,Read-only,120.41,0.12
OP1 - Retrieve,Read-only,121.58,0.122
OP1 - Retrieve,Read-only,120.41,0.12
OP1 - Retrieve,Read-only,120.99,0.121
OP1 - Retrieve,Read-only,121.23,0.121
OP1 - Retrieve,Read-only,121.41,0.121
OP1 - Retrieve,Read-only,120.65,0.121
OP1 - Retrieve,Read-only,128.22,0.128
OP1 - Retrieve,Read-only,120.73,0.121
OP1 - Retrieve,Read-only,124.1,0.124
OP1 - Retrieve,Read-only,128.9,0.129
OP1 - Retrieve,Read-only,129.73,0.13
OP1 - Retrieve,Read-only,128.27,0.128
OP1 - Retrieve,Read-only,128.5,0.129
OP1 - Retrieve,Read-only,128.7,0.129
OP1 - Retrieve,Read-only,128.83,0.129
OP1 - Retrieve,Read-only,128.52,0.129
OP1 - Retrieve,Read-only,128.25,0.128
OP1 - Retrieve,Read-only,127.96,0.128
OP1 - Retrieve,Read-only,125.08,0.125
OP1 - Retrieve,Read-only,120.13,0.12
OP1 - Retrieve,Read-only,120.24,0.12
OP1 - Retrieve,Read-only,120.27,0.12
OP1 - Retrieve,Read-only,120.07,0.12
OP1 - Retrieve,Read-only,120.97,0.121
OP1 - Retrieve,Read-only,124.41,0.124
OP1 - Retrieve,Read-only,133.33,0.133
OP1 - Retrieve,Read-only,130.6,0.131
OP1 - Retrieve,Read-only,125.23,0.125
OP1 - Retrieve,Read-only,138.22,0.138
OP1 - Retrieve,Read-only,127.12,0.127
OP1 - Retrieve,Read-only,127.37,0.127
OP1 - Retrieve,Read-only,127.6,0.128
OP1 - Retrieve,Read-only,118.53,0.119
OP1 - Retrieve,Read-only,121.57,0.122
OP1 - Retrieve,Read-only,123.15,0.123
OP1 - Retrieve,Read-only,126.87,0.127
OP1 - Retrieve,Read-only,123.13,0.123
OP1 - Retrieve,Read-only,123.27,0.123
OP1 - Retrieve,Read-only,123.59,0.124
OP1 - Retrieve,Read-only,126.04,0.126
OP1 - Retrieve,Read-only,124.32,0.124
OP1 - Retrieve,Read-only,124.32,0.124
OP1 - Retrieve,Read-only,123.74,0.124
OP1 - Retrieve,Read-only,124.25,0.124
OP1 - Retrieve,Read-only,123.78,0.124
OP1 - Retrieve,Read-only,123.27,0.123
OP1 - Retrieve,Read-only,123.67,0.124
OP1 - Retrieve,Read-only,123.68,0.124
OP1 - Retrieve,Read-only,123.04,0.123
OP1 - Retrieve,Read-only,124.09,0.124
OP1 - Retrieve,Read-only,126.47,0.126
OP1 - Retrieve,Read-only,118.32,0.118
OP1 - Retrieve,Read-only,122.4,0.122
OP1 - Retrieve,Read-only,123.43,0.123
OP1 - Retrieve,Read-only,123.12,0.123
OP1 - Retrieve,Read-only,124.69,0.125
OP1 - Retrieve,Read-only,123.22,0.123
OP1 - Retrieve,Read-only,123.44,0.123
OP1 - Retrieve,Read-only,123.98,0.124
OP1 - Retrieve,Read-only,124.51,0.125
OP1 - Retrieve,Read-only,124.32,0.124
OP1 - Retrieve,Read-only,124.17,0.124
OP1 - Retrieve,Read-only,123.69,0.124
OP1 - Retrieve,Read-only,123.3,0.123
OP1 - Retrieve,Read-only,124.38,0.124
OP1 - Retrieve,Read-only,123.41,0.123
OP1 - Retrieve,Read-only,123.75,0.124
OP1 - Retrieve,Read-only,124.68,0.125
OP1 - Retrieve,Read-only,123.36,0.123
OP1 - Retrieve,Read-only,123.83,0.124
OP1 - Retrieve,Read-write,139.48,0.139
OP1 - Retrieve,Read-write,148.02,0.148
OP1 - Retrieve,Read-write,135.16,0.135
OP1 - Retrieve,Read-write,135.21,0.135
OP1 - Retrieve,Read-write,135.42,0.135
OP1 - Retrieve,Read-write,135.19,0.135
OP1 - Retrieve,Read-write,135.65,0.136
OP1 - Retrieve,Read-write,135.27,0.135
OP1 - Retrieve,Read-write,135.88,0.136
OP1 - Retrieve,Read-write,135.91,0.136
OP1 - Retrieve,Read-write,135.63,0.136
OP1 - Retrieve,Read-write,135.93,0.136
OP1 - Retrieve,Read-write,135.43,0.135
OP1 - Retrieve,Read-write,136.35,0.136
OP1 - Retrieve,Read-write,135.82,0.136
OP1 - Retrieve,Read-write,135.6,0.136
OP1 - Retrieve,Read-write,136.74,0.137
OP1 - Retrieve,Read-write,135.37,0.135
OP1 - Retrieve,Read-write,135.08,0.135
OP1 - Retrieve,Read-write,135.0,0.135
OP1 - Retrieve,Read-write,135.37,0.135
OP1 - Retrieve,Read-write,135.67,0.136
OP1 - Retrieve,Read-write,134.93,0.135
OP1 - Retrieve,Read-write,135.73,0.136
OP1 - Retrieve,Read-write,135.49,0.135
OP1 - Retrieve,Read-write,136.18,0.136
OP1 - Retrieve,Read-write,136.48,0.136
OP1 - Retrieve,Read-write,135.45,0.135
OP1 - Retrieve,Read-write,135.9,0.136
OP1 - Retrieve,Read-write,135.42,0.135
OP1 - Retrieve,Read-write,135.98,0.136
OP1 - Retrieve,Read-write,137.13,0.137
OP1 - Retrieve,Read-write,136.83,0.137
OP1 - Retrieve,Read-write,135.71,0.136
OP1 - Retrieve,Read-write,136.81,0.137
OP1 - Retrieve,Read-write,135.15,0.135
OP1 - Retrieve,Read-write,135.75,0.136
OP1 - Retrieve,Read-write,135.57,0.136
OP1 - Retrieve,Read-write,135.59,0.136
OP1 - Retrieve,Read-write,139.37,0.139
OP1 - Retrieve,Read-write,140.11,0.14
OP1 - Retrieve,Read-write,135.63,0.136
OP1 - Retrieve,Read-write,134.89,0.135
OP1 - Retrieve,Read-write,135.96,0.136
OP1 - Retrieve,Read-write,135.5,0.136
OP1 - Retrieve,Read-write,134.54,0.135
OP1 - Retrieve,Read-write,135.44,0.135
OP1 - Retrieve,Read-write,135.65,0.136
OP1 - Retrieve,Read-write,134.94,0.135
OP1 - Retrieve,Read-write,135.05,0.135
OP1 - Retrieve,Read-write,138.76,0.139
OP1 - Retrieve,Read-write,141.38,0.141
OP1 - Retrieve,Read-write,142.34,0.142
OP1 - Retrieve,Read-write,143.21,0.143
OP1 - Retrieve,Read-write,142.89,0.143
OP1 - Retrieve,Read-write,134.84,0.135
OP1 - Retrieve,Read-write,135.89,0.136
OP1 - Retrieve,Read-write,136.3,0.136
OP1 - Retrieve,Read-write,139.09,0.139
OP1 - Retrieve,Read-write,142.92,0.143
OP1 - Retrieve,Read-write,144.48,0.144
OP1 - Retrieve,Read-write,143.32,0.143
OP1 - Retrieve,Read-write,144.14,0.144
OP1 - Retrieve,Read-write,143.86,0.144
OP1 - Retrieve,Read-write,135.95,0.136
OP1 - Retrieve,Read-write,135.81,0.136
OP1 - Retrieve,Read-write,137.38,0.137
OP1 - Retrieve,Read-write,135.57,0.136
OP1 - Retrieve,Read-write,136.22,0.136
OP1 - Retrieve,Read-write,139.74,0.14
OP1 - Retrieve,Read-write,135.75,0.136
OP1 - Retrieve,Read-write,135.73,0.136
OP1 - Retrieve,Read-write,135.79,0.136
OP1 - Retrieve,Read-write,134.96,0.135
OP1 - Retrieve,Read-write,136.0,0.136
OP1 - Retrieve,Read-write,135.05,0.135
OP1 - Retrieve,Read-write,135.55,0.136
OP1 - Retrieve,Read-write,135.55,0.136
OP1 - Retrieve,Read-write,135.25,0.135
OP1 - Retrieve,Read-write,135.41,0.135
OP1 - Retrieve,Read-write,135.65,0.136
