Operation,Transaction mode,time,time_s
OP1 - Retrieve,Read-only,92.65,0.093
OP1 - Retrieve,Read-only,92.71,0.093
OP1 - Retrieve,Read-only,93.71,0.094
OP1 - Retrieve,Read-only,94.21,0.094
OP1 - Retrieve,Read-only,95.81,0.096
OP1 - Retrieve,Read-only,93.1,0.093
OP1 - Retrieve,Read-only,94.61,0.095
OP1 - Retrieve,Read-only,91.91,0.092
OP1 - Retrieve,Read-only,95.53,0.096
OP1 - Retrieve,Read-only,95.74,0.096
OP1 - Retrieve,Read-only,94.5,0.095
OP1 - Retrieve,Read-only,95.06,0.095
OP1 - Retrieve,Read-only,94.04,0.094
OP1 - Retrieve,Read-only,95.52,0.096
OP1 - Retrieve,Read-only,94.74,0.095
OP1 - Retrieve,Read-only,94.01,0.094
OP1 - Retrieve,Read-only,91.85,0.092
OP1 - Retrieve,Read-only,92.46,0.092
OP1 - Retrieve,Read-only,94.39,0.094
OP1 - Retrieve,Read-only,93.26,0.093
OP1 - Retrieve,Read-only,94.37,0.094
OP1 - Retrieve,Read-only,91.05,0.091
OP1 - Retrieve,Read-only,96.01,0.096
OP1 - Retrieve,Read-only,92.34,0.092
OP1 - Retrieve,Read-only,96.53,0.097
OP1 - Retrieve,Read-only,94.3,0.094
OP1 - Retrieve,Read-only,95.49,0.095
OP1 - Retrieve,Read-only,96.29,0.096
OP1 - Retrieve,Read-only,100.23,0.1
OP1 - Retrieve,Read-only,98.01,0.098
OP1 - Retrieve,Read-only,98.87,0.099
OP1 - Retrieve,Read-only,110.84,0.111
OP1 - Retrieve,Read-only,101.21,0.101
OP1 - Retrieve,Read-only,97.35,0.097
OP1 - Retrieve,Read-only,93.19,0.093
OP1 - Retrieve,Read-only,94.13,0.094
OP1 - Retrieve,Read-only,94.39,0.094
OP1 - Retrieve,Read-only,94.99,0.095
OP1 - Retrieve,Read-only,106.16,0.106
OP1 - Retrieve,Read-only,97.72,0.098
OP1 - Retrieve,Read-only,97.67,0.098
OP1 - Retrieve,Read-only,95.62,0.096
OP1 - Retrieve,Read-only,93.92,0.094
OP1 - Retrieve,Read-only,97.79,0.098
OP1 - Retrieve,Read-only,96.54,0.097
OP1 - Retrieve,Read-only,99.09,0.099
OP1 - Retrieve,Read-only,102.18,0.102
OP1 - Retrieve,Read-only,94.13,0.094
OP1 - Retrieve,Read-only,91.31,0.091
OP1 - Retrieve,Read-only,93.85,0.094
OP1 - Retrieve,Read-only,94.75,0.095
OP1 - Retrieve,Read-only,92.46,0.092
OP1 - Retrieve,Read-only,91.01,0.091
OP1 - Retrieve,Read-only,94.02,0.094
OP1 - Retrieve,Read-only,94.03,0.094
OP1 - Retrieve,Read-only,91.63,0.092
OP1 - Retrieve,Read-only,94.87,0.095
OP1 - Retrieve,Read-only,96.53,0.097
OP1 - Retrieve,Read-only,94.91,0.095
OP1 - Retrieve,Read-only,94.99,0.095
OP1 - Retrieve,Read-only,96.08,0.096
OP1 - Retrieve,Read-only,93.63,0.094
OP1 - Retrieve,Read-only,95.22,0.095
OP1 - Retrieve,Read-only,92.98,0.093
OP1 - Retrieve,Read-only,93.44,0.093
OP1 - Retrieve,Read-only,93.44,0.093
OP1 - Retrieve,Read-only,98.28,0.098
OP1 - Retrieve,Read-only,93.53,0.094
OP1 - Retrieve,Read-only,96.39,0.096
OP1 - Retrieve,Read-only,96.23,0.096
OP1 - Retrieve,Read-only,96.46,0.096
OP1 - Retrieve,Read-only,96.75,0.097
OP1 - Retrieve,Read-only,94.94,0.095
OP1 - Retrieve,Read-only,95.66,0.096
OP1 - Retrieve,Read-only,96.95,0.097
OP1 - Retrieve,Read-only,102.04,0.102
OP1 - Retrieve,Read-only,101.26,0.101
OP1 - Retrieve,Read-only,94.23,0.094
OP1 - Retrieve,Read-only,101.2,0.101
OP1 - Retrieve,Read-only,94.42,0.094
OP1 - Retrieve,Read-only,95.43,0.095
OP1 - Retrieve,Read-only,95.59,0.096
OP1 - Retrieve,Read-only,97.51,0.098
OP1 - Retrieve,Read-only,96.97,0.097
OP1 - Retrieve,Read-only,96.27,0.096
OP1 - Retrieve,Read-only,100.27,0.1
OP1 - Retrieve,Read-only,97.39,0.097
OP1 - Retrieve,Read-only,94.98,0.095
OP1 - Retrieve,Read-only,93.34,0.093
OP1 - Retrieve,Read-only,94.8,0.095
OP1 - Retrieve,Read-only,95.15,0.095
OP1 - Retrieve,Read-only,94.14,0.094
OP1 - Retrieve,Read-only,96.06,0.096
OP1 - Retrieve,Read-only,97.6,0.098
OP1 - Retrieve,Read-only,92.68,0.093
OP1 - Retrieve,Read-only,94.43,0.094
OP1 - Retrieve,Read-only,92.2,0.092
OP1 - Retrieve,Read-only,94.41,0.094
OP1 - Retrieve,Read-only,93.51,0.094
OP1 - Retrieve,Read-only,91.79,0.092
OP1 - Retrieve,Read-only,94.72,0.095
OP1 - Retrieve,Read-only,94.92,0.095
OP1 - Retrieve,Read-only,93.11,0.093
OP1 - Retrieve,Read-only,94.74,0.095
OP1 - Retrieve,Read-only,92.96,0.093
OP1 - Retrieve,Read-only,93.01,0.093
OP1 - Retrieve,Read-only,95.37,0.095
OP1 - Retrieve,Read-only,95.91,0.096
OP1 - Retrieve,Read-only,93.99,0.094
OP1 - Retrieve,Read-only,93.02,0.093
OP1 - Retrieve,Read-only,96.35,0.096
OP1 - Retrieve,Read-only,95.44,0.095
OP1 - Retrieve,Read-only,93.8,0.094
OP1 - Retrieve,Read-only,93.87,0.094
OP1 - Retrieve,Read-only,93.77,0.094
OP1 - Retrieve,Read-only,94.25,0.094
OP1 - Retrieve,Read-only,94.35,0.094
OP1 - Retrieve,Read-only,92.51,0.093
OP1 - Retrieve,Read-only,89.87,0.09
OP1 - Retrieve,Read-only,93.59,0.094
OP1 - Retrieve,Read-only,95.12,0.095
OP1 - Retrieve,Read-only,96.08,0.096
OP1 - Retrieve,Read-only,90.46,0.09
OP1 - Retrieve,Read-only,97.69,0.098
OP1 - Retrieve,Read-only,97.52,0.098
OP1 - Retrieve,Read-only,95.3,0.095
OP1 - Retrieve,Read-only,93.7,0.094
OP1 - Retrieve,Read-only,91.71,0.092
OP1 - Retrieve,Read-only,93.69,0.094
OP1 - Retrieve,Read-only,94.44,0.094
OP1 - Retrieve,Read-only,94.14,0.094
OP1 - Retrieve,Read-only,95.31,0.095
OP1 - Retrieve,Read-only,93.88,0.094
OP1 - Retrieve,Read-only,95.09,0.095
OP1 - Retrieve,Read-only,92.36,0.092
OP1 - Retrieve,Read-only,91.91,0.092
OP1 - Retrieve,Read-only,94.47,0.094
OP1 - Retrieve,Read-only,94.74,0.095
OP1 - Retrieve,Read-only,93.94,0.094
OP1 - Retrieve,Read-only,93.7,0.094
OP1 - Retrieve,Read-only,94.6,0.095
OP1 - Retrieve,Read-only,94.22,0.094
OP1 - Retrieve,Read-only,93.55,0.094
OP1 - Retrieve,Read-only,95.11,0.095
OP1 - Retrieve,Read-only,94.96,0.095
OP1 - Retrieve,Read-only,93.31,0.093
OP1 - Retrieve,Read-only,94.72,0.095
OP1 - Retrieve,Read-only,94.14,0.094
OP1 - Retrieve,Read-only,91.97,0.092
OP1 - Retrieve,Read-only,91.21,0.091
OP1 - Retrieve,Read-only,93.15,0.093
OP1 - Retrieve,Read-only,94.1,0.094
OP1 - Retrieve,Read-only,96.12,0.096
OP1 - Retrieve,Read-only,95.06,0.095
OP1 - Retrieve,Read-only,93.91,0.094
OP1 - Retrieve,Read-only,94.87,0.095
OP1 - Retrieve,Read-only,90.25,0.09
OP1 - Retrieve,Read-only,95.85,0.096
OP1 - Retrieve,Read-only,94.67,0.095
OP1 - Retrieve,Read-only,93.58,0.094
OP1 - Retrieve,Read-only,91.36,0.091
OP1 - Retrieve,Read-only,93.38,0.093
OP1 - Retrieve,Read-only,93.6,0.094
OP1 - Retrieve,Read-only,89.67,0.09
OP1 - Retrieve,Read-only,94.0,0.094
OP1 - Retrieve,Read-only,93.36,0.093
OP1 - Retrieve,Read-only,96.68,0.097
OP1 - Retrieve,Read-only,94.22,0.094
OP1 - Retrieve,Read-only,97.07,0.097
OP1 - Retrieve,Read-only,92.54,0.093
OP1 - Retrieve,Read-only,96.13,0.096
OP1 - Retrieve,Read-only,92.61,0.093
OP1 - Retrieve,Read-only,93.51,0.094
OP1 - Retrieve,Read-only,93.58,0.094
OP1 - Retrieve,Read-only,95.95,0.096
OP1 - Retrieve,Read-only,97.84,0.098
OP1 - Retrieve,Read-only,97.29,0.097
OP1 - Retrieve,Read-only,95.9,0.096
OP1 - Retrieve,Read-only,104.72,0.105
OP1 - Retrieve,Read-only,103.94,0.104
OP1 - Retrieve,Read-only,96.0,0.096
OP1 - Retrieve,Read-only,96.69,0.097
OP1 - Retrieve,Read-only,97.18,0.097
OP1 - Retrieve,Read-only,94.88,0.095
OP1 - Retrieve,Read-only,94.79,0.095
OP1 - Retrieve,Read-only,97.68,0.098
OP1 - Retrieve,Read-only,98.54,0.099
OP1 - Retrieve,Read-only,95.79,0.096
OP1 - Retrieve,Read-only,96.01,0.096
OP1 - Retrieve,Read-only,93.29,0.093
OP1 - Retrieve,Read-only,96.13,0.096
OP1 - Retrieve,Read-only,95.89,0.096
OP1 - Retrieve,Read-only,92.61,0.093
OP1 - Retrieve,Read-only,94.88,0.095
OP1 - Retrieve,Read-only,92.49,0.092
OP1 - Retrieve,Read-only,94.74,0.095
OP1 - Retrieve,Read-only,93.09,0.093
OP1 - Retrieve,Read-only,95.04,0.095
OP1 - Retrieve,Read-only,95.99,0.096
OP1 - Retrieve,Read-only,94.8,0.095
OP1 - Retrieve,Read-only,93.69,0.094
OP1 - Retrieve,Read-only,94.14,0.094
OP1 - Retrieve,Read-only,92.57,0.093
OP1 - Retrieve,Read-only,94.7,0.095
OP1 - Retrieve,Read-only,94.61,0.095
OP1 - Retrieve,Read-only,95.75,0.096
OP1 - Retrieve,Read-only,91.64,0.092
OP1 - Retrieve,Read-only,93.23,0.093
OP1 - Retrieve,Read-only,94.66,0.095
OP1 - Retrieve,Read-only,95.72,0.096
OP1 - Retrieve,Read-only,91.25,0.091
OP1 - Retrieve,Read-only,95.22,0.095
OP1 - Retrieve,Read-only,95.56,0.096
OP1 - Retrieve,Read-only,94.99,0.095
OP1 - Retrieve,Read-only,94.5,0.095
OP1 - Retrieve,Read-only,94.05,0.094
OP1 - Retrieve,Read-only,96.4,0.096
OP1 - Retrieve,Read-only,94.79,0.095
OP1 - Retrieve,Read-only,92.82,0.093
OP1 - Retrieve,Read-only,94.34,0.094
OP1 - Retrieve,Read-only,93.03,0.093
OP1 - Retrieve,Read-only,95.27,0.095
OP1 - Retrieve,Read-only,99.37,0.099
OP1 - Retrieve,Read-only,96.66,0.097
OP1 - Retrieve,Read-only,93.29,0.093
OP1 - Retrieve,Read-only,90.6,0.091
OP1 - Retrieve,Read-only,92.16,0.092
OP1 - Retrieve,Read-only,91.47,0.091
OP1 - Retrieve,Read-only,93.39,0.093
OP1 - Retrieve,Read-only,93.04,0.093
OP1 - Retrieve,Read-only,93.4,0.093
OP1 - Retrieve,Read-only,96.34,0.096
OP1 - Retrieve,Read-only,96.23,0.096
OP1 - Retrieve,Read-only,94.63,0.095
OP1 - Retrieve,Read-only,95.35,0.095
OP1 - Retrieve,Read-only,92.59,0.093
OP1 - Retrieve,Read-only,95.27,0.095
OP1 - Retrieve,Read-only,93.01,0.093
OP1 - Retrieve,Read-only,95.95,0.096
OP1 - Retrieve,Read-only,97.86,0.098
OP1 - Retrieve,Read-only,98.11,0.098
OP1 - Retrieve,Read-only,96.71,0.097
OP1 - Retrieve,Read-only,95.38,0.095
OP1 - Retrieve,Read-only,94.74,0.095
OP1 - Retrieve,Read-only,94.84,0.095
OP1 - Retrieve,Read-only,96.58,0.097
OP1 - Retrieve,Read-only,96.28,0.096
OP1 - Retrieve,Read-only,94.45,0.094
OP1 - Retrieve,Read-only,92.76,0.093
OP1 - Retrieve,Read-only,92.01,0.092
OP1 - Retrieve,Read-only,95.39,0.095
OP1 - Retrieve,Read-only,93.11,0.093
OP1 - Retrieve,Read-only,93.35,0.093
OP1 - Retrieve,Read-only,93.96,0.094
OP1 - Retrieve,Read-only,93.96,0.094
OP1 - Retrieve,Read-only,95.15,0.095
OP1 - Retrieve,Read-only,95.85,0.096
OP1 - Retrieve,Read-only,94.39,0.094
OP1 - Retrieve,Read-only,94.44,0.094
OP1 - Retrieve,Read-only,95.83,0.096
OP1 - Retrieve,Read-only,93.56,0.094
OP1 - Retrieve,Read-only,94.39,0.094
OP1 - Retrieve,Read-only,96.17,0.096
OP1 - Retrieve,Read-only,94.44,0.094
OP1 - Retrieve,Read-only,96.51,0.097
OP1 - Retrieve,Read-only,93.62,0.094
OP1 - Retrieve,Read-only,94.19,0.094
OP1 - Retrieve,Read-only,95.15,0.095
OP1 - Retrieve,Read-only,91.36,0.091
OP1 - Retrieve,Read-only,95.14,0.095
OP1 - Retrieve,Read-only,93.58,0.094
OP1 - Retrieve,Read-only,95.4,0.095
OP1 - Retrieve,Read-only,94.89,0.095
OP1 - Retrieve,Read-only,93.98,0.094
OP1 - Retrieve,Read-only,93.98,0.094
OP1 - Retrieve,Read-only,97.23,0.097
OP1 - Retrieve,Read-only,96.91,0.097
OP1 - Retrieve,Read-only,94.76,0.095
OP1 - Retrieve,Read-only,108.06,0.108
OP1 - Retrieve,Read-only,101.91,0.102
OP1 - Retrieve,Read-only,96.85,0.097
OP1 - Retrieve,Read-only,96.86,0.097
OP1 - Retrieve,Read-only,97.55,0.098
OP1 - Retrieve,Read-only,98.41,0.098
OP1 - Retrieve,Read-only,98.31,0.098
OP1 - Retrieve,Read-only,95.06,0.095
OP1 - Retrieve,Read-only,97.83,0.098
OP1 - Retrieve,Read-only,97.49,0.097
OP1 - Retrieve,Read-only,96.82,0.097
OP1 - Retrieve,Read-only,94.53,0.095
OP1 - Retrieve,Read-only,96.05,0.096
OP1 - Retrieve,Read-only,95.47,0.095
OP1 - Retrieve,Read-only,95.69,0.096
OP1 - Retrieve,Read-only,97.24,0.097
OP1 - Retrieve,Read-only,96.6,0.097
OP1 - Retrieve,Read-only,97.45,0.097
OP1 - Retrieve,Read-only,96.4,0.096
OP1 - Retrieve,Read-only,94.81,0.095
OP1 - Retrieve,Read-only,93.88,0.094
OP1 - Retrieve,Read-only,94.37,0.094
OP1 - Retrieve,Read-only,94.88,0.095
OP1 - Retrieve,Read-only,95.25,0.095
OP1 - Retrieve,Read-only,93.82,0.094
OP1 - Retrieve,Read-only,95.31,0.095
OP1 - Retrieve,Read-only,96.59,0.097
OP1 - Retrieve,Read-only,93.71,0.094
OP1 - Retrieve,Read-only,95.36,0.095
OP1 - Retrieve,Read-only,96.52,0.097
OP1 - Retrieve,Read-only,95.12,0.095
OP1 - Retrieve,Read-only,94.87,0.095
OP1 - Retrieve,Read-only,96.53,0.097
OP1 - Retrieve,Read-only,94.84,0.095
OP1 - Retrieve,Read-only,93.42,0.093
OP1 - Retrieve,Read-only,93.96,0.094
OP1 - Retrieve,Read-only,96.91,0.097
OP1 - Retrieve,Read-only,95.63,0.096
OP1 - Retrieve,Read-only,94.07,0.094
OP1 - Retrieve,Read-only,93.79,0.094
OP1 - Retrieve,Read-only,99.43,0.099
OP1 - Retrieve,Read-only,95.75,0.096
OP1 - Retrieve,Read-only,96.21,0.096
OP1 - Retrieve,Read-only,95.78,0.096
OP1 - Retrieve,Read-only,92.15,0.092
OP1 - Retrieve,Read-only,100.14,0.1
OP1 - Retrieve,Read-only,96.58,0.097
OP1 - Retrieve,Read-only,99.65,0.1
OP1 - Retrieve,Read-only,94.6,0.095
OP1 - Retrieve,Read-only,94.18,0.094
OP1 - Retrieve,Read-only,91.24,0.091
OP1 - Retrieve,Read-only,92.37,0.092
OP1 - Retrieve,Read-only,93.13,0.093
OP1 - Retrieve,Read-only,95.95,0.096
OP1 - Retrieve,Read-only,95.92,0.096
OP1 - Retrieve,Read-only,93.58,0.094
OP1 - Retrieve,Read-only,90.55,0.091
OP1 - Retrieve,Read-only,91.49,0.091
OP1 - Retrieve,Read-only,97.55,0.098
OP1 - Retrieve,Read-only,93.59,0.094
OP1 - Retrieve,Read-only,96.68,0.097
OP1 - Retrieve,Read-only,93.26,0.093
OP1 - Retrieve,Read-only,97.88,0.098
OP1 - Retrieve,Read-only,98.62,0.099
OP1 - Retrieve,Read-only,97.5,0.098
OP1 - Retrieve,Read-only,93.77,0.094
OP1 - Retrieve,Read-only,98.19,0.098
OP1 - Retrieve,Read-only,95.09,0.095
OP1 - Retrieve,Read-only,96.79,0.097
OP1 - Retrieve,Read-only,93.35,0.093
OP1 - Retrieve,Read-only,94.92,0.095
OP1 - Retrieve,Read-only,93.4,0.093
OP1 - Retrieve,Read-only,95.46,0.095
OP1 - Retrieve,Read-only,94.85,0.095
OP1 - Retrieve,Read-only,93.01,0.093
OP1 - Retrieve,Read-only,96.14,0.096
OP1 - Retrieve,Read-only,95.05,0.095
OP1 - Retrieve,Read-only,93.85,0.094
OP1 - Retrieve,Read-only,95.46,0.095
OP1 - Retrieve,Read-only,94.04,0.094
OP1 - Retrieve,Read-only,95.98,0.096
OP1 - Retrieve,Read-only,91.43,0.091
OP1 - Retrieve,Read-only,96.63,0.097
OP1 - Retrieve,Read-only,98.05,0.098
OP1 - Retrieve,Read-only,95.2,0.095
OP1 - Retrieve,Read-only,97.51,0.098
OP1 - Retrieve,Read-only,95.78,0.096
OP1 - Retrieve,Read-only,95.83,0.096
OP1 - Retrieve,Read-only,92.27,0.092
OP1 - Retrieve,Read-only,95.77,0.096
OP1 - Retrieve,Read-only,93.9,0.094
OP1 - Retrieve,Read-only,97.71,0.098
OP1 - Retrieve,Read-only,96.58,0.097
OP1 - Retrieve,Read-only,94.64,0.095
OP1 - Retrieve,Read-only,94.87,0.095
OP1 - Retrieve,Read-only,95.91,0.096
OP1 - Retrieve,Read-only,94.97,0.095
OP1 - Retrieve,Read-write,144.71,0.145
OP1 - Retrieve,Read-write,150.94,0.151
OP1 - Retrieve,Read-write,142.63,0.143
OP1 - Retrieve,Read-write,145.59,0.146
OP1 - Retrieve,Read-write,151.22,0.151
OP1 - Retrieve,Read-write,144.83,0.145
OP1 - Retrieve,Read-write,147.29,0.147
OP1 - Retrieve,Read-write,145.35,0.145
OP1 - Retrieve,Read-write,144.26,0.144
OP1 - Retrieve,Read-write,144.84,0.145
OP1 - Retrieve,Read-write,144.64,0.145
OP1 - Retrieve,Read-write,144.64,0.145
OP1 - Retrieve,Read-write,145.05,0.145
OP1 - Retrieve,Read-write,152.77,0.153
OP1 - Retrieve,Read-write,144.09,0.144
OP1 - Retrieve,Read-write,143.44,0.143
OP1 - Retrieve,Read-write,144.88,0.145
OP1 - Retrieve,Read-write,146.56,0.147
OP1 - Retrieve,Read-write,144.77,0.145
OP1 - Retrieve,Read-write,146.88,0.147
OP1 - Retrieve,Read-write,145.23,0.145
OP1 - Retrieve,Read-write,143.07,0.143
OP1 - Retrieve,Read-write,142.1,0.142
OP1 - Retrieve,Read-write,150.97,0.151
OP1 - Retrieve,Read-write,151.33,0.151
OP1 - Retrieve,Read-write,151.25,0.151
OP1 - Retrieve,Read-write,145.36,0.145
OP1 - Retrieve,Read-write,150.79,0.151
OP1 - Retrieve,Read-write,151.44,0.151
OP1 - Retrieve,Read-write,151.19,0.151
OP1 - Retrieve,Read-write,150.72,0.151
OP1 - Retrieve,Read-write,150.25,0.15
OP1 - Retrieve,Read-write,150.17,0.15
OP1 - Retrieve,Read-write,149.6,0.15
OP1 - Retrieve,Read-write,150.59,0.151
OP1 - Retrieve,Read-write,152.53,0.153
OP1 - Retrieve,Read-write,143.26,0.143
OP1 - Retrieve,Read-write,146.2,0.146
OP1 - Retrieve,Read-write,146.15,0.146
OP1 - Retrieve,Read-write,143.63,0.144
OP1 - Retrieve,Read-write,141.87,0.142
OP1 - Retrieve,Read-write,146.05,0.146
OP1 - Retrieve,Read-write,142.77,0.143
OP1 - Retrieve,Read-write,144.95,0.145
OP1 - Retrieve,Read-write,145.25,0.145
OP1 - Retrieve,Read-write,148.38,0.148
OP1 - Retrieve,Read-write,147.57,0.148
OP1 - Retrieve,Read-write,145.96,0.146
OP1 - Retrieve,Read-write,146.35,0.146
OP1 - Retrieve,Read-write,149.19,0.149
OP1 - Retrieve,Read-write,150.82,0.151
OP1 - Retrieve,Read-write,146.91,0.147
OP1 - Retrieve,Read-write,145.89,0.146
OP1 - Retrieve,Read-write,149.44,0.149
OP1 - Retrieve,Read-write,150.18,0.15
OP1 - Retrieve,Read-write,150.93,0.151
OP1 - Retrieve,Read-write,149.82,0.15
OP1 - Retrieve,Read-write,146.21,0.146
OP1 - Retrieve,Read-write,149.06,0.149
OP1 - Retrieve,Read-write,149.67,0.15
OP1 - Retrieve,Read-write,146.52,0.147
OP1 - Retrieve,Read-write,143.97,0.144
OP1 - Retrieve,Read-write,143.75,0.144
OP1 - Retrieve,Read-write,145.27,0.145
OP1 - Retrieve,Read-write,145.88,0.146
OP1 - Retrieve,Read-write,143.73,0.144
OP1 - Retrieve,Read-write,146.78,0.147
OP1 - Retrieve,Read-write,145.4,0.145
OP1 - Retrieve,Read-write,144.9,0.145
OP1 - Retrieve,Read-write,145.99,0.146
OP1 - Retrieve,Read-write,144.67,0.145
OP1 - Retrieve,Read-write,143.01,0.143
OP1 - Retrieve,Read-write,146.24,0.146
OP1 - Retrieve,Read-write,145.11,0.145
OP1 - Retrieve,Read-write,146.14,0.146
OP1 - Retrieve,Read-write,144.26,0.144
OP1 - Retrieve,Read-write,142.2,0.142
OP1 - Retrieve,Read-write,148.56,0.149
OP1 - Retrieve,Read-write,142.74,0.143
OP1 - Retrieve,Read-write,144.48,0.144
OP1 - Retrieve,Read-write,144.96,0.145
