Operation,Transaction mode,time,time_s
OP1 - Retrieve,Read-only,568.63,0.569
OP1 - Retrieve,Read-only,566.12,0.566
OP1 - Retrieve,Read-only,564.38,0.564
OP1 - Retrieve,Read-only,566.39,0.566
OP1 - Retrieve,Read-only,567.65,0.568
OP1 - Retrieve,Read-only,570.36,0.57
OP1 - Retrieve,Read-only,567.68,0.568
OP1 - Retrieve,Read-only,571.82,0.572
OP1 - Retrieve,Read-only,563.79,0.564
OP1 - Retrieve,Read-only,562.86,0.563
OP1 - Retrieve,Read-only,566.49,0.566
OP1 - Retrieve,Read-only,569.41,0.569
OP1 - Retrieve,Read-only,565.31,0.565
OP1 - Retrieve,Read-only,570.74,0.571
OP1 - Retrieve,Read-only,568.17,0.568
OP1 - Retrieve,Read-only,564.87,0.565
OP1 - Retrieve,Read-only,573.76,0.574
OP1 - Retrieve,Read-only,566.62,0.567
OP1 - Retrieve,Read-only,568.18,0.568
OP1 - Retrieve,Read-only,569.19,0.569
OP1 - Retrieve,Read-only,571.7,0.572
OP1 - Retrieve,Read-only,569.1,0.569
OP1 - Retrieve,Read-only,567.82,0.568
OP1 - Retrieve,Read-only,566.72,0.567
OP1 - Retrieve,Read-only,580.98,0.581
OP1 - Retrieve,Read-only,586.98,0.587
OP1 - Retrieve,Read-only,581.77,0.582
OP1 - Retrieve,Read-only,582.15,0.582
OP1 - Retrieve,Read-only,580.6,0.581
OP1 - Retrieve,Read-only,583.01,0.583
OP1 - Retrieve,Read-only,583.41,0.583
OP1 - Retrieve,Read-only,582.75,0.583
OP1 - Retrieve,Read-only,580.07,0.58
OP1 - Retrieve,Read-only,583.3,0.583
OP1 - Retrieve,Read-only,579.63,0.58
OP1 - Retrieve,Read-only,578.97,0.579
OP1 - Retrieve,Read-only,582.16,0.582
OP1 - Retrieve,Read-only,580.6,0.581
OP1 - Retrieve,Read-only,580.98,0.581
OP1 - Retrieve,Read-only,585.83,0.586
OP1 - Retrieve,Read-only,584.15,0.584
OP1 - Retrieve,Read-only,583.94,0.584
OP1 - Retrieve,Read-only,583.76,0.584
OP1 - Retrieve,Read-only,584.33,0.584
OP1 - Retrieve,Read-only,585.74,0.586
OP1 - Retrieve,Read-only,582.74,0.583
OP1 - Retrieve,Read-only,594.79,0.595
OP1 - Retrieve,Read-only,587.72,0.588
OP1 - Retrieve,Read-only,581.39,0.581
OP1 - Retrieve,Read-only,581.16,0.581
OP1 - Retrieve,Read-only,577.25,0.577
OP1 - Retrieve,Read-only,575.18,0.575
OP1 - Retrieve,Read-only,581.04,0.581
OP1 - Retrieve,Read-only,582.62,0.583
OP1 - Retrieve,Read-only,580.81,0.581
OP1 - Retrieve,Read-only,582.42,0.582
OP1 - Retrieve,Read-only,578.48,0.578
OP1 - Retrieve,Read-only,582.87,0.583
OP1 - Retrieve,Read-only,576.59,0.577
OP1 - Retrieve,Read-only,582.18,0.582
OP1 - Retrieve,Read-only,586.3,0.586
OP1 - Retrieve,Read-only,578.06,0.578
OP1 - Retrieve,Read-only,579.41,0.579
OP1 - Retrieve,Read-only,587.04,0.587
OP1 - Retrieve,Read-only,581.75,0.582
OP1 - Retrieve,Read-only,579.81,0.58
OP1 - Retrieve,Read-only,579.63,0.58
OP1 - Retrieve,Read-only,583.3,0.583
OP1 - Retrieve,Read-only,578.5,0.579
OP1 - Retrieve,Read-only,585.0,0.585
OP1 - Retrieve,Read-only,579.36,0.579
OP1 - Retrieve,Read-only,585.5,0.586
OP1 - Retrieve,Read-only,579.52,0.58
OP1 - Retrieve,Read-only,582.66,0.583
OP1 - Retrieve,Read-only,582.31,0.582
OP1 - Retrieve,Read-only,582.45,0.582
OP1 - Retrieve,Read-only,576.97,0.577
OP1 - Retrieve,Read-only,579.06,0.579
OP1 - Retrieve,Read-only,579.5,0.58
OP1 - Retrieve,Read-only,581.04,0.581
OP1 - Retrieve,Read-only,578.21,0.578
OP1 - Retrieve,Read-only,581.12,0.581
OP1 - Retrieve,Read-only,583.46,0.583
OP1 - Retrieve,Read-only,583.37,0.583
OP1 - Retrieve,Read-only,582.75,0.583
OP1 - Retrieve,Read-only,576.29,0.576
OP1 - Retrieve,Read-only,581.98,0.582
OP1 - Retrieve,Read-only,583.66,0.584
OP1 - Retrieve,Read-only,583.05,0.583
OP1 - Retrieve,Read-only,584.86,0.585
OP1 - Retrieve,Read-only,581.06,0.581
OP1 - Retrieve,Read-only,580.32,0.58
OP1 - Retrieve,Read-only,581.28,0.581
OP1 - Retrieve,Read-only,584.36,0.584
OP1 - Retrieve,Read-only,580.58,0.581
OP1 - Retrieve,Read-only,581.4,0.581
OP1 - Retrieve,Read-only,583.66,0.584
OP1 - Retrieve,Read-only,579.2,0.579
OP1 - Retrieve,Read-only,583.11,0.583
OP1 - Retrieve,Read-only,584.59,0.585
OP1 - Retrieve,Read-only,584.95,0.585
OP1 - Retrieve,Read-only,578.54,0.579
OP1 - Retrieve,Read-only,579.81,0.58
OP1 - Retrieve,Read-only,582.42,0.582
OP1 - Retrieve,Read-only,583.07,0.583
OP1 - Retrieve,Read-only,577.79,0.578
OP1 - Retrieve,Read-only,581.43,0.581
OP1 - Retrieve,Read-only,582.6,0.583
OP1 - Retrieve,Read-only,579.56,0.58
OP1 - Retrieve,Read-only,580.34,0.58
OP1 - Retrieve,Read-only,577.51,0.578
OP1 - Retrieve,Read-only,585.35,0.585
OP1 - Retrieve,Read-only,581.9,0.582
OP1 - Retrieve,Read-only,575.75,0.576
OP1 - Retrieve,Read-only,581.81,0.582
OP1 - Retrieve,Read-only,581.42,0.581
OP1 - Retrieve,Read-only,580.94,0.581
OP1 - Retrieve,Read-only,580.77,0.581
OP1 - Retrieve,Read-only,587.02,0.587
OP1 - Retrieve,Read-only,580.73,0.581
OP1 - Retrieve,Read-only,581.3,0.581
OP1 - Retrieve,Read-only,578.62,0.579
OP1 - Retrieve,Read-only,584.13,0.584
OP1 - Retrieve,Read-only,586.55,0.587
OP1 - Retrieve,Read-only,583.07,0.583
OP1 - Retrieve,Read-only,575.95,0.576
OP1 - Retrieve,Read-only,580.34,0.58
OP1 - Retrieve,Read-only,581.66,0.582
OP1 - Retrieve,Read-only,568.23,0.568
OP1 - Retrieve,Read-only,577.71,0.578
OP1 - Retrieve,Read-only,572.4,0.572
OP1 - Retrieve,Read-only,570.81,0.571
OP1 - Retrieve,Read-only,568.98,0.569
OP1 - Retrieve,Read-only,576.07,0.576
OP1 - Retrieve,Read-only,571.18,0.571
OP1 - Retrieve,Read-only,573.61,0.574
OP1 - Retrieve,Read-only,577.12,0.577
OP1 - Retrieve,Read-only,594.32,0.594
OP1 - Retrieve,Read-only,568.21,0.568
OP1 - Retrieve,Read-only,569.28,0.569
OP1 - Retrieve,Read-only,570.52,0.571
OP1 - Retrieve,Read-only,573.41,0.573
OP1 - Retrieve,Read-only,577.68,0.578
OP1 - Retrieve,Read-only,583.47,0.583
OP1 - Retrieve,Read-only,572.11,0.572
OP1 - Retrieve,Read-only,568.61,0.569
OP1 - Retrieve,Read-only,576.07,0.576
OP1 - Retrieve,Read-only,572.95,0.573
OP1 - Retrieve,Read-only,579.23,0.579
OP1 - Retrieve,Read-only,577.51,0.578
OP1 - Retrieve,Read-only,581.34,0.581
OP1 - Retrieve,Read-only,580.93,0.581
OP1 - Retrieve,Read-only,576.1,0.576
OP1 - Retrieve,Read-only,580.99,0.581
OP1 - Retrieve,Read-only,580.5,0.581
OP1 - Retrieve,Read-only,584.56,0.585
OP1 - Retrieve,Read-only,582.63,0.583
OP1 - Retrieve,Read-only,578.49,0.578
OP1 - Retrieve,Read-only,584.36,0.584
OP1 - Retrieve,Read-only,581.33,0.581
OP1 - Retrieve,Read-only,581.39,0.581
OP1 - Retrieve,Read-only,582.82,0.583
OP1 - Retrieve,Read-only,579.65,0.58
OP1 - Retrieve,Read-only,579.31,0.579
OP1 - Retrieve,Read-only,578.83,0.579
OP1 - Retrieve,Read-only,589.04,0.589
OP1 - Retrieve,Read-only,583.81,0.584
OP1 - Retrieve,Read-only,579.41,0.579
OP1 - Retrieve,Read-only,581.31,0.581
OP1 - Retrieve,Read-only,583.93,0.584
OP1 - Retrieve,Read-only,579.46,0.579
OP1 - Retrieve,Read-only,580.02,0.58
OP1 - Retrieve,Read-only,577.97,0.578
OP1 - Retrieve,Read-only,578.26,0.578
OP1 - Retrieve,Read-only,571.42,0.571
OP1 - Retrieve,Read-only,569.71,0.57
OP1 - Retrieve,Read-only,568.8,0.569
OP1 - Retrieve,Read-only,568.65,0.569
OP1 - Retrieve,Read-only,570.04,0.57
OP1 - Retrieve,Read-only,572.42,0.572
OP1 - Retrieve,Read-only,565.5,0.566
OP1 - Retrieve,Read-only,574.7,0.575
OP1 - Retrieve,Read-only,575.95,0.576
OP1 - Retrieve,Read-only,577.19,0.577
OP1 - Retrieve,Read-only,573.14,0.573
OP1 - Retrieve,Read-only,571.85,0.572
OP1 - Retrieve,Read-only,574.63,0.575
OP1 - Retrieve,Read-only,570.67,0.571
OP1 - Retrieve,Read-only,569.05,0.569
OP1 - Retrieve,Read-only,575.86,0.576
OP1 - Retrieve,Read-only,572.39,0.572
OP1 - Retrieve,Read-only,569.67,0.57
OP1 - Retrieve,Read-only,571.17,0.571
OP1 - Retrieve,Read-only,574.81,0.575
OP1 - Retrieve,Read-only,578.47,0.578
OP1 - Retrieve,Read-only,575.34,0.575
OP1 - Retrieve,Read-only,571.69,0.572
OP1 - Retrieve,Read-only,578.11,0.578
OP1 - Retrieve,Read-only,571.66,0.572
OP1 - Retrieve,Read-only,569.77,0.57
OP1 - Retrieve,Read-only,571.79,0.572
OP1 - Retrieve,Read-only,568.68,0.569
OP1 - Retrieve,Read-only,574.72,0.575
OP1 - Retrieve,Read-only,585.32,0.585
OP1 - Retrieve,Read-only,572.44,0.572
OP1 - Retrieve,Read-only,565.98,0.566
OP1 - Retrieve,Read-only,572.96,0.573
OP1 - Retrieve,Read-only,570.9,0.571
OP1 - Retrieve,Read-only,573.65,0.574
OP1 - Retrieve,Read-only,570.17,0.57
OP1 - Retrieve,Read-only,571.29,0.571
OP1 - Retrieve,Read-only,568.77,0.569
OP1 - Retrieve,Read-only,572.25,0.572
OP1 - Retrieve,Read-only,570.31,0.57
OP1 - Retrieve,Read-only,573.16,0.573
OP1 - Retrieve,Read-only,576.17,0.576
OP1 - Retrieve,Read-only,565.64,0.566
OP1 - Retrieve,Read-only,573.51,0.574
OP1 - Retrieve,Read-only,571.14,0.571
OP1 - Retrieve,Read-only,566.23,0.566
OP1 - Retrieve,Read-only,578.13,0.578
OP1 - Retrieve,Read-only,570.91,0.571
OP1 - Retrieve,Read-only,571.07,0.571
OP1 - Retrieve,Read-only,570.72,0.571
OP1 - Retrieve,Read-only,584.36,0.584
OP1 - Retrieve,Read-only,579.72,0.58
OP1 - Retrieve,Read-only,579.08,0.579
OP1 - Retrieve,Read-only,573.85,0.574
OP1 - Retrieve,Read-only,570.95,0.571
OP1 - Retrieve,Read-only,575.94,0.576
OP1 - Retrieve,Read-only,571.68,0.572
OP1 - Retrieve,Read-only,574.24,0.574
OP1 - Retrieve,Read-only,573.36,0.573
OP1 - Retrieve,Read-only,574.03,0.574
OP1 - Retrieve,Read-only,574.32,0.574
OP1 - Retrieve,Read-only,581.16,0.581
OP1 - Retrieve,Read-only,583.46,0.583
OP1 - Retrieve,Read-only,586.68,0.587
OP1 - Retrieve,Read-only,584.02,0.584
OP1 - Retrieve,Read-only,582.17,0.582
OP1 - Retrieve,Read-only,577.56,0.578
OP1 - Retrieve,Read-only,581.2,0.581
OP1 - Retrieve,Read-only,581.84,0.582
OP1 - Retrieve,Read-only,576.62,0.577
OP1 - Retrieve,Read-only,576.43,0.576
OP1 - Retrieve,Read-only,575.44,0.575
OP1 - Retrieve,Read-only,575.02,0.575
OP1 - Retrieve,Read-only,579.24,0.579
OP1 - Retrieve,Read-only,583.32,0.583
OP1 - Retrieve,Read-only,583.52,0.584
OP1 - Retrieve,Read-only,583.3,0.583
OP1 - Retrieve,Read-only,578.9,0.579
OP1 - Retrieve,Read-only,580.03,0.58
OP1 - Retrieve,Read-only,585.76,0.586
OP1 - Retrieve,Read-only,582.13,0.582
OP1 - Retrieve,Read-only,583.89,0.584
OP1 - Retrieve,Read-only,575.94,0.576
OP1 - Retrieve,Read-only,572.2,0.572
OP1 - Retrieve,Read-only,575.96,0.576
OP1 - Retrieve,Read-only,575.3,0.575
OP1 - Retrieve,Read-only,572.41,0.572
OP1 - Retrieve,Read-only,570.43,0.57
OP1 - Retrieve,Read-only,574.69,0.575
OP1 - Retrieve,Read-only,576.95,0.577
OP1 - Retrieve,Read-only,573.26,0.573
OP1 - Retrieve,Read-only,577.44,0.577
OP1 - Retrieve,Read-only,581.95,0.582
OP1 - Retrieve,Read-only,582.73,0.583
OP1 - Retrieve,Read-only,580.68,0.581
OP1 - Retrieve,Read-only,580.54,0.581
OP1 - Retrieve,Read-only,574.84,0.575
OP1 - Retrieve,Read-only,577.42,0.577
OP1 - Retrieve,Read-only,577.48,0.577
OP1 - Retrieve,Read-only,577.01,0.577
OP1 - Retrieve,Read-only,576.23,0.576
OP1 - Retrieve,Read-only,576.92,0.577
OP1 - Retrieve,Read-only,577.49,0.577
OP1 - Retrieve,Read-only,581.15,0.581
OP1 - Retrieve,Read-only,573.23,0.573
OP1 - Retrieve,Read-only,576.21,0.576
OP1 - Retrieve,Read-only,577.06,0.577
OP1 - Retrieve,Read-only,581.72,0.582
OP1 - Retrieve,Read-only,583.35,0.583
OP1 - Retrieve,Read-only,582.95,0.583
OP1 - Retrieve,Read-only,583.64,0.584
OP1 - Retrieve,Read-only,582.83,0.583
OP1 - Retrieve,Read-only,575.57,0.576
OP1 - Retrieve,Read-only,574.06,0.574
OP1 - Retrieve,Read-only,579.68,0.58
OP1 - Retrieve,Read-only,575.3,0.575
OP1 - Retrieve,Read-only,575.39,0.575
OP1 - Retrieve,Read-only,576.79,0.577
OP1 - Retrieve,Read-only,571.0,0.571
OP1 - Retrieve,Read-only,579.07,0.579
OP1 - Retrieve,Read-only,585.79,0.586
OP1 - Retrieve,Read-only,602.25,0.602
OP1 - Retrieve,Read-only,582.94,0.583
OP1 - Retrieve,Read-only,583.58,0.584
OP1 - Retrieve,Read-only,581.95,0.582
OP1 - Retrieve,Read-only,579.38,0.579
OP1 - Retrieve,Read-only,573.88,0.574
OP1 - Retrieve,Read-only,583.0,0.583
OP1 - Retrieve,Read-only,573.16,0.573
OP1 - Retrieve,Read-only,581.83,0.582
OP1 - Retrieve,Read-only,581.28,0.581
OP1 - Retrieve,Read-only,581.27,0.581
OP1 - Retrieve,Read-only,577.65,0.578
OP1 - Retrieve,Read-only,574.65,0.575
OP1 - Retrieve,Read-only,572.72,0.573
OP1 - Retrieve,Read-only,571.57,0.572
OP1 - Retrieve,Read-only,571.78,0.572
OP1 - Retrieve,Read-only,574.44,0.574
OP1 - Retrieve,Read-only,568.31,0.568
OP1 - Retrieve,Read-only,574.82,0.575
OP1 - Retrieve,Read-only,571.71,0.572
OP1 - Retrieve,Read-only,574.33,0.574
OP1 - Retrieve,Read-only,579.16,0.579
OP1 - Retrieve,Read-only,570.0,0.57
OP1 - Retrieve,Read-only,571.74,0.572
OP1 - Retrieve,Read-only,572.85,0.573
OP1 - Retrieve,Read-only,581.8,0.582
OP1 - Retrieve,Read-only,579.22,0.579
OP1 - Retrieve,Read-only,580.18,0.58
OP1 - Retrieve,Read-only,578.54,0.579
OP1 - Retrieve,Read-only,578.99,0.579
OP1 - Retrieve,Read-only,587.84,0.588
OP1 - Retrieve,Read-only,583.77,0.584
OP1 - Retrieve,Read-only,583.42,0.583
OP1 - Retrieve,Read-only,583.07,0.583
OP1 - Retrieve,Read-only,586.0,0.586
OP1 - Retrieve,Read-only,581.92,0.582
OP1 - Retrieve,Read-only,584.76,0.585
OP1 - Retrieve,Read-only,583.01,0.583
OP1 - Retrieve,Read-only,588.83,0.589
OP1 - Retrieve,Read-only,588.59,0.589
OP1 - Retrieve,Read-only,590.76,0.591
OP1 - Retrieve,Read-only,589.43,0.589
OP1 - Retrieve,Read-only,587.45,0.587
OP1 - Retrieve,Read-only,579.8,0.58
OP1 - Retrieve,Read-only,589.24,0.589
OP1 - Retrieve,Read-only,584.15,0.584
OP1 - Retrieve,Read-only,593.51,0.594
OP1 - Retrieve,Read-only,589.67,0.59
OP1 - Retrieve,Read-only,593.78,0.594
OP1 - Retrieve,Read-only,594.02,0.594
OP1 - Retrieve,Read-only,589.4,0.589
OP1 - Retrieve,Read-only,582.26,0.582
OP1 - Retrieve,Read-only,596.7,0.597
OP1 - Retrieve,Read-only,579.63,0.58
OP1 - Retrieve,Read-only,578.53,0.579
OP1 - Retrieve,Read-only,576.11,0.576
OP1 - Retrieve,Read-only,577.85,0.578
OP1 - Retrieve,Read-only,577.5,0.578
OP1 - Retrieve,Read-only,584.91,0.585
OP1 - Retrieve,Read-only,581.25,0.581
OP1 - Retrieve,Read-only,583.17,0.583
OP1 - Retrieve,Read-only,578.82,0.579
OP1 - Retrieve,Read-only,576.69,0.577
OP1 - Retrieve,Read-only,571.09,0.571
OP1 - Retrieve,Read-only,575.94,0.576
OP1 - Retrieve,Read-only,581.28,0.581
OP1 - Retrieve,Read-only,576.26,0.576
OP1 - Retrieve,Read-only,572.84,0.573
OP1 - Retrieve,Read-only,577.0,0.577
OP1 - Retrieve,Read-only,578.45,0.578
OP1 - Retrieve,Read-only,577.41,0.577
OP1 - Retrieve,Read-only,578.01,0.578
OP1 - Retrieve,Read-only,585.19,0.585
OP1 - Retrieve,Read-only,588.88,0.589
OP1 - Retrieve,Read-only,585.47,0.585
OP1 - Retrieve,Read-only,580.73,0.581
OP1 - Retrieve,Read-only,579.14,0.579
OP1 - Retrieve,Read-only,574.59,0.575
OP1 - Retrieve,Read-only,581.79,0.582
OP1 - Retrieve,Read-only,582.82,0.583
OP1 - Retrieve,Read-only,578.91,0.579
OP1 - Retrieve,Read-only,577.49,0.577
OP1 - Retrieve,Read-only,578.58,0.579
OP1 - Retrieve,Read-only,577.8,0.578
OP1 - Retrieve,Read-only,580.78,0.581
OP1 - Retrieve,Read-only,573.89,0.574
OP1 - Retrieve,Read-only,572.69,0.573
OP1 - Retrieve,Read-only,575.79,0.576
OP1 - Retrieve,Read-only,576.07,0.576
OP1 - Retrieve,Read-only,573.1,0.573
OP1 - Retrieve,Read-only,572.52,0.573
OP1 - Retrieve,Read-only,577.36,0.577
OP1 - Retrieve,Read-only,575.23,0.575
OP1 - Retrieve,Read-only,575.78,0.576
OP1 - Retrieve,Read-only,578.2,0.578
OP1 - Retrieve,Read-only,575.23,0.575
OP1 - Retrieve,Read-only,575.33,0.575
OP1 - Retrieve,Read-only,581.55,0.582
OP1 - Retrieve,Read-only,583.74,0.584
OP1 - Retrieve,Read-only,581.09,0.581
OP1 - Retrieve,Read-only,583.18,0.583
OP1 - Retrieve,Read-only,576.68,0.577
OP1 - Retrieve,Read-only,574.62,0.575
OP1 - Retrieve,Read-only,575.43,0.575
OP1 - Retrieve,Read-only,579.43,0.579
OP1 - Retrieve,Read-only,574.19,0.574
OP1 - Retrieve,Read-only,581.28,0.581
OP1 - Retrieve,Read-only,575.49,0.575
OP1 - Retrieve,Read-only,583.76,0.584
OP1 - Retrieve,Read-only,584.89,0.585
OP1 - Retrieve,Read-only,579.09,0.579
OP1 - Retrieve,Read-only,582.4,0.582
OP1 - Retrieve,Read-only,578.33,0.578
OP1 - Retrieve,Read-only,574.85,0.575
OP1 - Retrieve,Read-only,574.07,0.574
OP1 - Retrieve,Read-only,577.3,0.577
OP1 - Retrieve,Read-only,576.34,0.576
OP1 - Retrieve,Read-only,576.67,0.577
OP1 - Retrieve,Read-only,568.73,0.569
OP1 - Retrieve,Read-only,578.27,0.578
OP1 - Retrieve,Read-only,576.6,0.577
OP1 - Retrieve,Read-only,577.37,0.577
OP1 - Retrieve,Read-only,570.57,0.571
OP1 - Retrieve,Read-only,578.81,0.579
OP1 - Retrieve,Read-only,576.08,0.576
OP1 - Retrieve,Read-only,576.3,0.576
OP1 - Retrieve,Read-only,567.22,0.567
OP1 - Retrieve,Read-only,575.91,0.576
OP1 - Retrieve,Read-only,579.79,0.58
OP1 - Retrieve,Read-write,1034.9,1.035
OP1 - Retrieve,Read-write,1012.71,1.013
OP1 - Retrieve,Read-write,1028.36,1.028
OP1 - Retrieve,Read-write,1028.07,1.028
OP1 - Retrieve,Read-write,1005.06,1.005
OP1 - Retrieve,Read-write,1013.38,1.013
OP1 - Retrieve,Read-write,1003.21,1.003
OP1 - Retrieve,Read-write,1003.98,1.004
OP1 - Retrieve,Read-write,1011.34,1.011
OP1 - Retrieve,Read-write,1029.04,1.029
OP1 - Retrieve,Read-write,1024.51,1.025
OP1 - Retrieve,Read-write,1034.75,1.035
OP1 - Retrieve,Read-write,1025.91,1.026
OP1 - Retrieve,Read-write,1020.59,1.021
OP1 - Retrieve,Read-write,1030.77,1.031
OP1 - Retrieve,Read-write,1028.65,1.029
OP1 - Retrieve,Read-write,1013.88,1.014
OP1 - Retrieve,Read-write,1000.41,1.0
OP1 - Retrieve,Read-write,1017.17,1.017
OP1 - Retrieve,Read-write,999.3,0.999
OP1 - Retrieve,Read-write,1002.1,1.002
OP1 - Retrieve,Read-write,1011.56,1.012
OP1 - Retrieve,Read-write,1002.2,1.002
OP1 - Retrieve,Read-write,1007.3,1.007
OP1 - Retrieve,Read-write,1005.67,1.006
OP1 - Retrieve,Read-write,1024.81,1.025
OP1 - Retrieve,Read-write,1027.72,1.028
OP1 - Retrieve,Read-write,1030.39,1.03
OP1 - Retrieve,Read-write,1026.03,1.026
OP1 - Retrieve,Read-write,1001.73,1.002
OP1 - Retrieve,Read-write,1012.73,1.013
OP1 - Retrieve,Read-write,1024.49,1.024
OP1 - Retrieve,Read-write,1025.3,1.025
OP1 - Retrieve,Read-write,1001.56,1.002
OP1 - Retrieve,Read-write,1020.54,1.021
OP1 - Retrieve,Read-write,1019.23,1.019
OP1 - Retrieve,Read-write,1008.33,1.008
OP1 - Retrieve,Read-write,1024.0,1.024
OP1 - Retrieve,Read-write,1019.71,1.02
OP1 - Retrieve,Read-write,1022.14,1.022
OP1 - Retrieve,Read-write,1002.06,1.002
OP1 - Retrieve,Read-write,1006.81,1.007
OP1 - Retrieve,Read-write,1005.3,1.005
OP1 - Retrieve,Read-write,1022.8,1.023
OP1 - Retrieve,Read-write,1023.72,1.024
OP1 - Retrieve,Read-write,1020.61,1.021
OP1 - Retrieve,Read-write,1023.92,1.024
OP1 - Retrieve,Read-write,1013.78,1.014
OP1 - Retrieve,Read-write,1006.33,1.006
OP1 - Retrieve,Read-write,1022.38,1.022
OP1 - Retrieve,Read-write,1014.75,1.015
OP1 - Retrieve,Read-write,1005.74,1.006
OP1 - Retrieve,Read-write,1020.13,1.02
OP1 - Retrieve,Read-write,1005.94,1.006
OP1 - Retrieve,Read-write,1022.34,1.022
OP1 - Retrieve,Read-write,1024.47,1.024
OP1 - Retrieve,Read-write,1021.77,1.022
OP1 - Retrieve,Read-write,1026.0,1.026
OP1 - Retrieve,Read-write,1020.76,1.021
OP1 - Retrieve,Read-write,1018.18,1.018
OP1 - Retrieve,Read-write,1023.06,1.023
OP1 - Retrieve,Read-write,1015.28,1.015
OP1 - Retrieve,Read-write,1017.67,1.018
OP1 - Retrieve,Read-write,1021.96,1.022
OP1 - Retrieve,Read-write,1017.32,1.017
OP1 - Retrieve,Read-write,1020.35,1.02
OP1 - Retrieve,Read-write,1008.72,1.009
OP1 - Retrieve,Read-write,1000.6,1.001
OP1 - Retrieve,Read-write,1023.63,1.024
OP1 - Retrieve,Read-write,1023.68,1.024
OP1 - Retrieve,Read-write,1007.66,1.008
OP1 - Retrieve,Read-write,1022.91,1.023
OP1 - Retrieve,Read-write,1003.03,1.003
OP1 - Retrieve,Read-write,1026.54,1.027
OP1 - Retrieve,Read-write,1022.44,1.022
OP1 - Retrieve,Read-write,1021.6,1.022
OP1 - Retrieve,Read-write,1030.51,1.031
OP1 - Retrieve,Read-write,1006.16,1.006
