Operation,Transaction mode,time,time_s
OP1 - Retrieve,Read-only,217.82,0.218
OP1 - Retrieve,Read-only,214.91,0.215
OP1 - Retrieve,Read-only,218.03,0.218
OP1 - Retrieve,Read-only,216.59,0.217
OP1 - Retrieve,Read-only,217.94,0.218
OP1 - Retrieve,Read-only,217.2,0.217
OP1 - Retrieve,Read-only,219.62,0.22
OP1 - Retrieve,Read-only,217.65,0.218
OP1 - Retrieve,Read-only,221.33,0.221
OP1 - Retrieve,Read-only,221.14,0.221
OP1 - Retrieve,Read-only,220.43,0.22
OP1 - Retrieve,Read-only,215.29,0.215
OP1 - Retrieve,Read-only,222.11,0.222
OP1 - Retrieve,Read-only,217.87,0.218
OP1 - Retrieve,Read-only,219.74,0.22
OP1 - Retrieve,Read-only,221.07,0.221
OP1 - Retrieve,Read-only,219.22,0.219
OP1 - Retrieve,Read-only,218.75,0.219
OP1 - Retrieve,Read-only,216.67,0.217
OP1 - Retrieve,Read-only,218.03,0.218
OP1 - Retrieve,Read-only,216.85,0.217
OP1 - Retrieve,Read-only,219.78,0.22
OP1 - Retrieve,Read-only,218.42,0.218
OP1 - Retrieve,Read-only,217.84,0.218
OP1 - Retrieve,Read-only,220.14,0.22
OP1 - Retrieve,Read-only,219.09,0.219
OP1 - Retrieve,Read-only,218.11,0.218
OP1 - Retrieve,Read-only,221.49,0.221
OP1 - Retrieve,Read-only,213.05,0.213
OP1 - Retrieve,Read-only,218.69,0.219
OP1 - Retrieve,Read-only,216.48,0.216
OP1 - Retrieve,Read-only,219.35,0.219
OP1 - Retrieve,Read-only,216.0,0.216
OP1 - Retrieve,Read-only,215.39,0.215
OP1 - Retrieve,Read-only,213.81,0.214
OP1 - Retrieve,Read-only,215.58,0.216
OP1 - Retrieve,Read-only,216.65,0.217
OP1 - Retrieve,Read-only,211.62,0.212
OP1 - Retrieve,Read-only,214.47,0.214
OP1 - Retrieve,Read-only,216.11,0.216
OP1 - Retrieve,Read-only,215.04,0.215
OP1 - Retrieve,Read-only,214.53,0.215
OP1 - Retrieve,Read-only,213.69,0.214
OP1 - Retrieve,Read-only,212.31,0.212
OP1 - Retrieve,Read-only,211.33,0.211
OP1 - Retrieve,Read-only,212.57,0.213
OP1 - Retrieve,Read-only,214.85,0.215
OP1 - Retrieve,Read-only,214.86,0.215
OP1 - Retrieve,Read-only,214.61,0.215
OP1 - Retrieve,Read-only,215.47,0.215
OP1 - Retrieve,Read-only,215.38,0.215
OP1 - Retrieve,Read-only,212.7,0.213
OP1 - Retrieve,Read-only,216.45,0.216
OP1 - Retrieve,Read-only,215.03,0.215
OP1 - Retrieve,Read-only,212.0,0.212
OP1 - Retrieve,Read-only,214.27,0.214
OP1 - Retrieve,Read-only,212.6,0.213
OP1 - Retrieve,Read-only,210.62,0.211
OP1 - Retrieve,Read-only,214.03,0.214
OP1 - Retrieve,Read-only,214.1,0.214
OP1 - Retrieve,Read-only,212.16,0.212
OP1 - Retrieve,Read-only,210.19,0.21
OP1 - Retrieve,Read-only,214.86,0.215
OP1 - Retrieve,Read-only,212.8,0.213
OP1 - Retrieve,Read-only,212.03,0.212
OP1 - Retrieve,Read-only,218.86,0.219
OP1 - Retrieve,Read-only,220.26,0.22
OP1 - Retrieve,Read-only,220.82,0.221
OP1 - Retrieve,Read-only,221.04,0.221
OP1 - Retrieve,Read-only,214.87,0.215
OP1 - Retrieve,Read-only,217.5,0.217
OP1 - Retrieve,Read-only,216.23,0.216
OP1 - Retrieve,Read-only,215.69,0.216
OP1 - Retrieve,Read-only,217.03,0.217
OP1 - Retrieve,Read-only,212.54,0.213
OP1 - Retrieve,Read-only,211.03,0.211
OP1 - Retrieve,Read-only,213.07,0.213
OP1 - Retrieve,Read-only,214.92,0.215
OP1 - Retrieve,Read-only,215.6,0.216
OP1 - Retrieve,Read-only,215.69,0.216
OP1 - Retrieve,Read-only,213.26,0.213
OP1 - Retrieve,Read-only,213.49,0.213
OP1 - Retrieve,Read-only,215.49,0.215
OP1 - Retrieve,Read-only,219.37,0.219
OP1 - Retrieve,Read-only,220.84,0.221
OP1 - Retrieve,Read-only,217.59,0.218
OP1 - Retrieve,Read-only,219.67,0.22
OP1 - Retrieve,Read-only,214.69,0.215
OP1 - Retrieve,Read-only,217.42,0.217
OP1 - Retrieve,Read-only,212.97,0.213
OP1 - Retrieve,Read-only,216.24,0.216
OP1 - Retrieve,Read-only,213.31,0.213
OP1 - Retrieve,Read-only,211.16,0.211
OP1 - Retrieve,Read-only,214.5,0.214
OP1 - Retrieve,Read-only,213.37,0.213
OP1 - Retrieve,Read-only,211.3,0.211
OP1 - Retrieve,Read-only,210.03,0.21
OP1 - Retrieve,Read-only,212.23,0.212
OP1 - Retrieve,Read-only,210.88,0.211
OP1 - Retrieve,Read-only,215.67,0.216
OP1 - Retrieve,Read-only,214.64,0.215
OP1 - Retrieve,Read-only,212.72,0.213
OP1 - Retrieve,Read-only,212.45,0.212
OP1 - Retrieve,Read-only,216.63,0.217
OP1 - Retrieve,Read-only,212.63,0.213
OP1 - Retrieve,Read-only,215.97,0.216
OP1 - Retrieve,Read-only,214.16,0.214
OP1 - Retrieve,Read-only,212.63,0.213
OP1 - Retrieve,Read-only,209.27,0.209
OP1 - Retrieve,Read-only,215.75,0.216
OP1 - Retrieve,Read-only,214.29,0.214
OP1 - Retrieve,Read-only,211.04,0.211
OP1 - Retrieve,Read-only,213.07,0.213
OP1 - Retrieve,Read-only,213.28,0.213
OP1 - Retrieve,Read-only,215.34,0.215
OP1 - Retrieve,Read-only,213.06,0.213
OP1 - Retrieve,Read-only,213.09,0.213
OP1 - Retrieve,Read-only,213.82,0.214
OP1 - Retrieve,Read-only,214.76,0.215
OP1 - Retrieve,Read-only,216.93,0.217
OP1 - Retrieve,Read-only,219.14,0.219
OP1 - Retrieve,Read-only,215.87,0.216
OP1 - Retrieve,Read-only,212.48,0.212
OP1 - Retrieve,Read-only,214.01,0.214
OP1 - Retrieve,Read-only,215.74,0.216
OP1 - Retrieve,Read-only,214.95,0.215
OP1 - Retrieve,Read-only,215.9,0.216
OP1 - Retrieve,Read-only,214.95,0.215
OP1 - Retrieve,Read-only,217.36,0.217
OP1 - Retrieve,Read-only,214.15,0.214
OP1 - Retrieve,Read-only,212.12,0.212
OP1 - Retrieve,Read-only,214.3,0.214
OP1 - Retrieve,Read-only,211.26,0.211
OP1 - Retrieve,Read-only,214.16,0.214
OP1 - Retrieve,Read-only,218.19,0.218
OP1 - Retrieve,Read-only,222.29,0.222
OP1 - Retrieve,Read-only,220.59,0.221
OP1 - Retrieve,Read-only,221.25,0.221
OP1 - Retrieve,Read-only,224.51,0.225
OP1 - Retrieve,Read-only,220.57,0.221
OP1 - Retrieve,Read-only,222.89,0.223
OP1 - Retrieve,Read-only,220.96,0.221
OP1 - Retrieve,Read-only,218.05,0.218
OP1 - Retrieve,Read-only,215.05,0.215
OP1 - Retrieve,Read-only,218.94,0.219
OP1 - Retrieve,Read-only,217.53,0.218
OP1 - Retrieve,Read-only,219.76,0.22
OP1 - Retrieve,Read-only,215.61,0.216
OP1 - Retrieve,Read-only,218.49,0.218
OP1 - Retrieve,Read-only,220.94,0.221
OP1 - Retrieve,Read-only,218.91,0.219
OP1 - Retrieve,Read-only,219.36,0.219
OP1 - Retrieve,Read-only,223.18,0.223
OP1 - Retrieve,Read-only,237.32,0.237
OP1 - Retrieve,Read-only,223.51,0.224
OP1 - Retrieve,Read-only,223.35,0.223
OP1 - Retrieve,Read-only,222.32,0.222
OP1 - Retrieve,Read-only,217.24,0.217
OP1 - Retrieve,Read-only,219.72,0.22
OP1 - Retrieve,Read-only,220.31,0.22
OP1 - Retrieve,Read-only,220.85,0.221
OP1 - Retrieve,Read-only,217.04,0.217
OP1 - Retrieve,Read-only,218.09,0.218
OP1 - Retrieve,Read-only,217.7,0.218
OP1 - Retrieve,Read-only,216.16,0.216
OP1 - Retrieve,Read-only,216.38,0.216
OP1 - Retrieve,Read-only,218.07,0.218
OP1 - Retrieve,Read-only,217.95,0.218
OP1 - Retrieve,Read-only,219.97,0.22
OP1 - Retrieve,Read-only,220.31,0.22
OP1 - Retrieve,Read-only,217.74,0.218
OP1 - Retrieve,Read-only,216.61,0.217
OP1 - Retrieve,Read-only,220.56,0.221
OP1 - Retrieve,Read-only,217.91,0.218
OP1 - Retrieve,Read-only,220.14,0.22
OP1 - Retrieve,Read-only,218.91,0.219
OP1 - Retrieve,Read-only,214.11,0.214
OP1 - Retrieve,Read-only,217.46,0.217
OP1 - Retrieve,Read-only,231.15,0.231
OP1 - Retrieve,Read-only,212.15,0.212
OP1 - Retrieve,Read-only,217.58,0.218
OP1 - Retrieve,Read-only,213.02,0.213
OP1 - Retrieve,Read-only,212.91,0.213
OP1 - Retrieve,Read-only,215.51,0.216
OP1 - Retrieve,Read-only,215.25,0.215
OP1 - Retrieve,Read-only,216.36,0.216
OP1 - Retrieve,Read-only,214.62,0.215
OP1 - Retrieve,Read-only,215.97,0.216
OP1 - Retrieve,Read-only,216.97,0.217
OP1 - Retrieve,Read-only,218.01,0.218
OP1 - Retrieve,Read-only,214.76,0.215
OP1 - Retrieve,Read-only,214.63,0.215
OP1 - Retrieve,Read-only,216.12,0.216
OP1 - Retrieve,Read-only,218.03,0.218
OP1 - Retrieve,Read-only,219.87,0.22
OP1 - Retrieve,Read-only,216.7,0.217
OP1 - Retrieve,Read-only,213.31,0.213
OP1 - Retrieve,Read-only,212.6,0.213
OP1 - Retrieve,Read-only,216.32,0.216
OP1 - Retrieve,Read-only,214.41,0.214
OP1 - Retrieve,Read-only,211.54,0.212
OP1 - Retrieve,Read-only,215.68,0.216
OP1 - Retrieve,Read-only,217.25,0.217
OP1 - Retrieve,Read-only,216.59,0.217
OP1 - Retrieve,Read-only,214.88,0.215
OP1 - Retrieve,Read-only,214.29,0.214
OP1 - Retrieve,Read-only,219.57,0.22
OP1 - Retrieve,Read-only,222.27,0.222
OP1 - Retrieve,Read-only,218.61,0.219
OP1 - Retrieve,Read-only,217.59,0.218
OP1 - Retrieve,Read-only,214.17,0.214
OP1 - Retrieve,Read-only,214.69,0.215
OP1 - Retrieve,Read-only,214.52,0.215
OP1 - Retrieve,Read-only,215.6,0.216
OP1 - Retrieve,Read-only,216.77,0.217
OP1 - Retrieve,Read-only,213.11,0.213
OP1 - Retrieve,Read-only,213.27,0.213
OP1 - Retrieve,Read-only,220.03,0.22
OP1 - Retrieve,Read-only,226.67,0.227
OP1 - Retrieve,Read-only,214.78,0.215
OP1 - Retrieve,Read-only,214.59,0.215
OP1 - Retrieve,Read-only,214.31,0.214
OP1 - Retrieve,Read-only,217.12,0.217
OP1 - Retrieve,Read-only,216.6,0.217
OP1 - Retrieve,Read-only,214.3,0.214
OP1 - Retrieve,Read-only,213.69,0.214
OP1 - Retrieve,Read-only,211.96,0.212
OP1 - Retrieve,Read-only,214.4,0.214
OP1 - Retrieve,Read-only,216.52,0.217
OP1 - Retrieve,Read-only,215.25,0.215
OP1 - Retrieve,Read-only,218.86,0.219
OP1 - Retrieve,Read-only,220.81,0.221
OP1 - Retrieve,Read-only,215.75,0.216
OP1 - Retrieve,Read-only,212.03,0.212
OP1 - Retrieve,Read-only,212.35,0.212
OP1 - Retrieve,Read-only,211.8,0.212
OP1 - Retrieve,Read-only,210.74,0.211
OP1 - Retrieve,Read-only,212.71,0.213
OP1 - Retrieve,Read-only,208.69,0.209
OP1 - Retrieve,Read-only,208.8,0.209
OP1 - Retrieve,Read-only,213.35,0.213
OP1 - Retrieve,Read-only,208.17,0.208
OP1 - Retrieve,Read-only,211.93,0.212
OP1 - Retrieve,Read-only,215.22,0.215
OP1 - Retrieve,Read-only,211.85,0.212
OP1 - Retrieve,Read-only,215.87,0.216
OP1 - Retrieve,Read-only,214.1,0.214
OP1 - Retrieve,Read-only,210.33,0.21
OP1 - Retrieve,Read-only,212.25,0.212
OP1 - Retrieve,Read-only,213.93,0.214
OP1 - Retrieve,Read-only,210.72,0.211
OP1 - Retrieve,Read-only,211.08,0.211
OP1 - Retrieve,Read-only,214.91,0.215
OP1 - Retrieve,Read-only,213.42,0.213
OP1 - Retrieve,Read-only,212.45,0.212
OP1 - Retrieve,Read-only,210.71,0.211
OP1 - Retrieve,Read-only,211.98,0.212
OP1 - Retrieve,Read-only,211.01,0.211
OP1 - Retrieve,Read-only,212.06,0.212
OP1 - Retrieve,Read-only,211.59,0.212
OP1 - Retrieve,Read-only,211.97,0.212
OP1 - Retrieve,Read-only,215.68,0.216
OP1 - Retrieve,Read-only,210.06,0.21
OP1 - Retrieve,Read-only,211.9,0.212
OP1 - Retrieve,Read-only,211.67,0.212
OP1 - Retrieve,Read-only,212.62,0.213
OP1 - Retrieve,Read-only,209.04,0.209
OP1 - Retrieve,Read-only,213.93,0.214
OP1 - Retrieve,Read-only,209.08,0.209
OP1 - Retrieve,Read-only,206.95,0.207
OP1 - Retrieve,Read-only,213.64,0.214
OP1 - Retrieve,Read-only,214.25,0.214
OP1 - Retrieve,Read-only,213.41,0.213
OP1 - Retrieve,Read-only,211.82,0.212
OP1 - Retrieve,Read-only,212.67,0.213
OP1 - Retrieve,Read-only,214.28,0.214
OP1 - Retrieve,Read-only,211.05,0.211
OP1 - Retrieve,Read-only,209.24,0.209
OP1 - Retrieve,Read-only,212.57,0.213
OP1 - Retrieve,Read-only,210.91,0.211
OP1 - Retrieve,Read-only,209.8,0.21
OP1 - Retrieve,Read-only,212.0,0.212
OP1 - Retrieve,Read-only,211.48,0.211
OP1 - Retrieve,Read-only,212.92,0.213
OP1 - Retrieve,Read-only,212.93,0.213
OP1 - Retrieve,Read-only,210.05,0.21
OP1 - Retrieve,Read-only,214.77,0.215
OP1 - Retrieve,Read-only,209.72,0.21
OP1 - Retrieve,Read-only,210.9,0.211
OP1 - Retrieve,Read-only,208.15,0.208
OP1 - Retrieve,Read-only,215.27,0.215
OP1 - Retrieve,Read-only,214.7,0.215
OP1 - Retrieve,Read-only,210.78,0.211
OP1 - Retrieve,Read-only,211.09,0.211
OP1 - Retrieve,Read-only,212.03,0.212
OP1 - Retrieve,Read-only,210.29,0.21
OP1 - Retrieve,Read-only,216.49,0.216
OP1 - Retrieve,Read-only,229.76,0.23
OP1 - Retrieve,Read-only,219.19,0.219
OP1 - Retrieve,Read-only,213.95,0.214
OP1 - Retrieve,Read-only,211.02,0.211
OP1 - Retrieve,Read-only,209.58,0.21
OP1 - Retrieve,Read-only,213.51,0.214
OP1 - Retrieve,Read-only,212.86,0.213
OP1 - Retrieve,Read-only,213.52,0.214
OP1 - Retrieve,Read-only,213.34,0.213
OP1 - Retrieve,Read-only,214.42,0.214
OP1 - Retrieve,Read-only,214.37,0.214
OP1 - Retrieve,Read-only,209.96,0.21
OP1 - Retrieve,Read-only,209.38,0.209
OP1 - Retrieve,Read-only,213.39,0.213
OP1 - Retrieve,Read-only,215.48,0.215
OP1 - Retrieve,Read-only,209.18,0.209
OP1 - Retrieve,Read-only,211.35,0.211
OP1 - Retrieve,Read-only,213.42,0.213
OP1 - Retrieve,Read-only,208.06,0.208
OP1 - Retrieve,Read-only,213.08,0.213
OP1 - Retrieve,Read-only,212.76,0.213
OP1 - Retrieve,Read-only,226.31,0.226
OP1 - Retrieve,Read-only,213.02,0.213
OP1 - Retrieve,Read-only,215.01,0.215
OP1 - Retrieve,Read-only,213.2,0.213
OP1 - Retrieve,Read-only,210.67,0.211
OP1 - Retrieve,Read-only,212.42,0.212
OP1 - Retrieve,Read-only,211.24,0.211
OP1 - Retrieve,Read-only,216.21,0.216
OP1 - Retrieve,Read-only,214.62,0.215
OP1 - Retrieve,Read-only,212.12,0.212
OP1 - Retrieve,Read-only,210.09,0.21
OP1 - Retrieve,Read-only,213.28,0.213
OP1 - Retrieve,Read-only,218.59,0.219
OP1 - Retrieve,Read-only,217.97,0.218
OP1 - Retrieve,Read-only,212.14,0.212
OP1 - Retrieve,Read-only,215.36,0.215
OP1 - Retrieve,Read-only,211.29,0.211
OP1 - Retrieve,Read-only,209.92,0.21
OP1 - Retrieve,Read-only,212.1,0.212
OP1 - Retrieve,Read-only,210.97,0.211
OP1 - Retrieve,Read-only,213.15,0.213
OP1 - Retrieve,Read-only,211.21,0.211
OP1 - Retrieve,Read-only,209.7,0.21
OP1 - Retrieve,Read-only,208.61,0.209
OP1 - Retrieve,Read-only,210.13,0.21
OP1 - Retrieve,Read-only,213.45,0.213
OP1 - Retrieve,Read-only,215.56,0.216
OP1 - Retrieve,Read-only,214.21,0.214
OP1 - Retrieve,Read-only,214.0,0.214
OP1 - Retrieve,Read-only,218.96,0.219
OP1 - Retrieve,Read-only,214.41,0.214
OP1 - Retrieve,Read-only,215.88,0.216
OP1 - Retrieve,Read-only,215.01,0.215
OP1 - Retrieve,Read-only,214.13,0.214
OP1 - Retrieve,Read-only,214.7,0.215
OP1 - Retrieve,Read-only,217.61,0.218
OP1 - Retrieve,Read-only,216.56,0.217
OP1 - Retrieve,Read-only,218.67,0.219
OP1 - Retrieve,Read-only,212.97,0.213
OP1 - Retrieve,Read-only,208.6,0.209
OP1 - Retrieve,Read-only,210.06,0.21
OP1 - Retrieve,Read-only,210.37,0.21
OP1 - Retrieve,Read-only,209.46,0.209
OP1 - Retrieve,Read-only,212.11,0.212
OP1 - Retrieve,Read-only,212.54,0.213
OP1 - Retrieve,Read-only,209.53,0.21
OP1 - Retrieve,Read-only,207.73,0.208
OP1 - Retrieve,Read-only,211.01,0.211
OP1 - Retrieve,Read-only,210.34,0.21
OP1 - Retrieve,Read-only,210.51,0.211
OP1 - Retrieve,Read-only,211.68,0.212
OP1 - Retrieve,Read-only,215.51,0.216
OP1 - Retrieve,Read-only,212.01,0.212
OP1 - Retrieve,Read-only,210.55,0.211
OP1 - Retrieve,Read-only,216.88,0.217
OP1 - Retrieve,Read-only,214.88,0.215
OP1 - Retrieve,Read-only,216.31,0.216
OP1 - Retrieve,Read-only,214.28,0.214
OP1 - Retrieve,Read-only,219.01,0.219
OP1 - Retrieve,Read-only,216.9,0.217
OP1 - Retrieve,Read-only,213.56,0.214
OP1 - Retrieve,Read-only,211.52,0.212
OP1 - Retrieve,Read-only,213.83,0.214
OP1 - Retrieve,Read-only,215.63,0.216
OP1 - Retrieve,Read-only,214.69,0.215
OP1 - Retrieve,Read-only,215.94,0.216
OP1 - Retrieve,Read-only,210.24,0.21
OP1 - Retrieve,Read-only,215.1,0.215
OP1 - Retrieve,Read-only,213.38,0.213
OP1 - Retrieve,Read-only,210.43,0.21
OP1 - Retrieve,Read-only,216.82,0.217
OP1 - Retrieve,Read-only,218.38,0.218
OP1 - Retrieve,Read-only,213.56,0.214
OP1 - Retrieve,Read-only,213.72,0.214
OP1 - Retrieve,Read-only,212.16,0.212
OP1 - Retrieve,Read-only,215.09,0.215
OP1 - Retrieve,Read-only,215.42,0.215
OP1 - Retrieve,Read-only,213.22,0.213
OP1 - Retrieve,Read-only,213.66,0.214
OP1 - Retrieve,Read-only,213.1,0.213
OP1 - Retrieve,Read-only,217.33,0.217
OP1 - Retrieve,Read-only,217.6,0.218
OP1 - Retrieve,Read-only,215.45,0.215
OP1 - Retrieve,Read-only,213.97,0.214
OP1 - Retrieve,Read-only,216.7,0.217
OP1 - Retrieve,Read-only,214.52,0.215
OP1 - Retrieve,Read-only,214.29,0.214
OP1 - Retrieve,Read-only,214.29,0.214
OP1 - Retrieve,Read-only,212.17,0.212
OP1 - Retrieve,Read-only,219.69,0.22
OP1 - Retrieve,Read-only,210.87,0.211
OP1 - Retrieve,Read-only,215.82,0.216
OP1 - Retrieve,Read-only,212.81,0.213
OP1 - Retrieve,Read-only,211.47,0.211
OP1 - Retrieve,Read-only,215.04,0.215
OP1 - Retrieve,Read-only,213.27,0.213
OP1 - Retrieve,Read-only,213.55,0.214
OP1 - Retrieve,Read-only,215.6,0.216
OP1 - Retrieve,Read-only,214.18,0.214
OP1 - Retrieve,Read-only,213.76,0.214
OP1 - Retrieve,Read-only,214.1,0.214
OP1 - Retrieve,Read-only,214.04,0.214
OP1 - Retrieve,Read-only,213.83,0.214
OP1 - Retrieve,Read-only,216.07,0.216
OP1 - Retrieve,Read-only,214.77,0.215
OP1 - Retrieve,Read-only,214.43,0.214
OP1 - Retrieve,Read-only,216.25,0.216
OP1 - Retrieve,Read-only,213.82,0.214
OP1 - Retrieve,Read-only,215.56,0.216
OP1 - Retrieve,Read-only,216.87,0.217
OP1 - Retrieve,Read-only,217.37,0.217
OP1 - Retrieve,Read-only,216.31,0.216
OP1 - Retrieve,Read-only,214.72,0.215
OP1 - Retrieve,Read-only,209.59,0.21
OP1 - Retrieve,Read-only,211.55,0.212
OP1 - Retrieve,Read-only,213.27,0.213
OP1 - Retrieve,Read-write,320.83,0.321
OP1 - Retrieve,Read-write,318.38,0.318
OP1 - Retrieve,Read-write,319.72,0.32
OP1 - Retrieve,Read-write,319.8,0.32
OP1 - Retrieve,Read-write,318.72,0.319
OP1 - Retrieve,Read-write,318.22,0.318
OP1 - Retrieve,Read-write,319.09,0.319
OP1 - Retrieve,Read-write,318.2,0.318
OP1 - Retrieve,Read-write,326.19,0.326
OP1 - Retrieve,Read-write,326.6,0.327
OP1 - Retrieve,Read-write,329.19,0.329
OP1 - Retrieve,Read-write,328.68,0.329
OP1 - Retrieve,Read-write,328.6,0.329
OP1 - Retrieve,Read-write,324.11,0.324
OP1 - Retrieve,Read-write,325.74,0.326
OP1 - Retrieve,Read-write,329.93,0.33
OP1 - Retrieve,Read-write,324.81,0.325
OP1 - Retrieve,Read-write,327.81,0.328
OP1 - Retrieve,Read-write,325.34,0.325
OP1 - Retrieve,Read-write,317.0,0.317
OP1 - Retrieve,Read-write,319.09,0.319
OP1 - Retrieve,Read-write,312.98,0.313
OP1 - Retrieve,Read-write,314.4,0.314
OP1 - Retrieve,Read-write,314.0,0.314
OP1 - Retrieve,Read-write,314.36,0.314
OP1 - Retrieve,Read-write,315.19,0.315
OP1 - Retrieve,Read-write,316.28,0.316
OP1 - Retrieve,Read-write,314.8,0.315
OP1 - Retrieve,Read-write,314.17,0.314
OP1 - Retrieve,Read-write,315.45,0.315
OP1 - Retrieve,Read-write,316.52,0.317
OP1 - Retrieve,Read-write,319.27,0.319
OP1 - Retrieve,Read-write,315.68,0.316
OP1 - Retrieve,Read-write,315.79,0.316
OP1 - Retrieve,Read-write,318.76,0.319
OP1 - Retrieve,Read-write,318.33,0.318
OP1 - Retrieve,Read-write,316.99,0.317
OP1 - Retrieve,Read-write,316.34,0.316
OP1 - Retrieve,Read-write,316.89,0.317
OP1 - Retrieve,Read-write,315.15,0.315
OP1 - Retrieve,Read-write,313.83,0.314
OP1 - Retrieve,Read-write,314.82,0.315
OP1 - Retrieve,Read-write,313.77,0.314
OP1 - Retrieve,Read-write,315.8,0.316
OP1 - Retrieve,Read-write,324.72,0.325
OP1 - Retrieve,Read-write,323.94,0.324
OP1 - Retrieve,Read-write,325.3,0.325
OP1 - Retrieve,Read-write,334.93,0.335
OP1 - Retrieve,Read-write,327.11,0.327
OP1 - Retrieve,Read-write,325.32,0.325
OP1 - Retrieve,Read-write,325.62,0.326
OP1 - Retrieve,Read-write,326.5,0.327
OP1 - Retrieve,Read-write,325.3,0.325
OP1 - Retrieve,Read-write,324.69,0.325
OP1 - Retrieve,Read-write,323.44,0.323
OP1 - Retrieve,Read-write,325.41,0.325
OP1 - Retrieve,Read-write,326.71,0.327
OP1 - Retrieve,Read-write,324.91,0.325
OP1 - Retrieve,Read-write,323.71,0.324
OP1 - Retrieve,Read-write,325.92,0.326
OP1 - Retrieve,Read-write,314.3,0.314
OP1 - Retrieve,Read-write,321.96,0.322
OP1 - Retrieve,Read-write,322.8,0.323
OP1 - Retrieve,Read-write,326.57,0.327
OP1 - Retrieve,Read-write,324.37,0.324
OP1 - Retrieve,Read-write,323.76,0.324
OP1 - Retrieve,Read-write,325.72,0.326
OP1 - Retrieve,Read-write,323.9,0.324
OP1 - Retrieve,Read-write,323.59,0.324
OP1 - Retrieve,Read-write,323.85,0.324
OP1 - Retrieve,Read-write,324.61,0.325
OP1 - Retrieve,Read-write,328.44,0.328
OP1 - Retrieve,Read-write,324.39,0.324
OP1 - Retrieve,Read-write,324.94,0.325
OP1 - Retrieve,Read-write,322.81,0.323
OP1 - Retrieve,Read-write,326.38,0.326
OP1 - Retrieve,Read-write,322.36,0.322
OP1 - Retrieve,Read-write,324.44,0.324
OP1 - Retrieve,Read-write,324.98,0.325
OP1 - Retrieve,Read-write,323.91,0.324
OP1 - Retrieve,Read-write,323.07,0.323
